Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
2/28/21 22:00,Joseph City,AZ,USA,Disk,5 seconds,Bright disc descended behind flying rock mountain,3/2/21,
2/28/21 21:50,Monterrey (Mexico),,Mexico,Changing,3 minutes,"I was putting my clothes to dry, when i noticed something floating but moving slowly in the sky , floating realtively close to the hous",3/2/21,
2/28/21 21:15,Rancho Palos Verdes,CA,USA,Cigar,30 seconds,"Bright, fast bar of light in the sky in Southern CA on 2/28/21 at 9:15PM",3/31/21,
2/28/21 20:14,North Port,FL,USA,,,MADAR Node 147,3/31/21,
2/28/21 20:10,Rockaway,NY,USA,Light,2 seconds,i was driving and seen a light shoot straight up in the sky i looked around to make sure i wasn't bugging but i swear i know what i see,3/31/21,
2/28/21 18:00,Pass a grill Beach,FL,USA,Circle,30 minutes,My husband and I were sitting on pass a grill beach waiting for the sun to set. I noticed a bright shiny metallic circular looking craf,3/31/21,
2/28/21 16:52,Longwood,FL,USA,Changing,2 min,"Large shape shifting geometrical craft, with one highly reflective side, maneuvered in sky above for 2 min in silence.",8/16/21,
2/28/21 16:06,Jonesboro,AR,USA,,,MADAR Node 143,3/31/21,
2/28/21 14:14,Kansas City,MO,USA,,,MADAR Node 40,3/31/21,
2/28/21 13:30,West Richland,WA,USA,Flash,5 minutes,"Driving down keene in west richland facing Rattlesnake mountain. I observed a metallic flash in the sky, almost as if a light was shine",3/31/21,
2/28/21 08:20,Kennewick,WA,USA,Triangle,15 seconds,Huge black triangle with 3-4 lights on the sides floating above my house.,3/31/21,
2/28/21 06:56,Garrettsville,OH,USA,,,MADAR Node 64,3/31/21,
2/27/21 23:30,Danvers,MA,USA,Light,1 minute,"Last night on the 27th of February 2021, I was on my 5th floor balcony when I noticed a bright light coming from the Southeast. This is",3/2/21,
2/27/21 22:45,Ft. Myers,FL,USA,Diamond,5 minutes,"Bright red object seen hovering over Ft. Myers, Florida.",8/16/21,
2/27/21 17:00,Santa Ana,CA,USA,Fireball,3 sec,Very large falling & blue-white flaming ball falling into earth. So low it looked as if it was going to strike the ground. Huge & fast.,3/2/21,
2/27/21 07:30,Sacramento,CA,USA,Light,1:30,I seen 7 lights going by in the sky I got a little bit of phone video. No sound. Lights didnt flash or turn off.,3/2/21,
2/27/21 00:42,Riverdale,MI,USA,Diamond,2 frames,I speed lit object flying from Earth at rapid speed,3/2/21,
2/26/21 23:18,Shakopee,MN,USA,Disk,>1 hour,My fiance saw this on the way to a casino on 1100 Canterbury road in shallows Minnesota on Feb 26 2021. Counted 9 bright blue lights i,3/31/21,
2/26/21 21:16,Bennington,KS,USA,Disk,1 minute,"I was driving home from work, and saw green lights hovering off the side of the road, about level with the top of power lines.",3/2/21,
2/26/21 20:30,Binghamton,NY,USA,Other,Less then 5 seconds,Bright green streak,8/16/21,
2/26/21 19:00,??,OH,USA,,15 minutes,Bright pulsating lights moving near the ground matching airplanes speed,3/31/21,
2/26/21 16:32,Port Angeles,WA,USA,,,MADAR Node 49,3/31/21,
2/26/21 16:08,Tucson,AZ,USA,Cylinder,Idk,Never saw them with my own 2 eyes. I was trying to catch the sky. They clouds looked like living DNA webbing the sky and the sun was pr,3/2/21,
2/26/21 13:06,Council Bluffs,IA,USA,,,MADAR Node 133,3/31/21,
2/26/21 12:00,Littlehampton,,United Kingdom,Rectangle,several sconds,"Fast moving silver objects, visible through Binoculars only. Heading South over English Channel",3/31/21,
2/26/21 07:00,Tucson,AZ,USA,Other,30 minutes,On 2/26/21 I saw what looked like 2 suns coming up. I am not sure if it is reflection or real. The same day as the UFO sighting I captu,3/2/21,
2/26/21 03:00,Pinkney,MI,USA,Circle,90 minutes,Observed very large circular object with white lights along edges top and bottom. Observed moving around a 50 mile area at an altitude,3/2/21,
2/26/21 00:44,Pittsburgh,PA,USA,Circle,few seconds,"The night before strange sounds were heard outside, and loud banging against the sliding glass doors.",3/2/21,
2/25/21 23:30,Guilderland,NY,USA,Light,1 hour,beam of light second occurance,3/2/21,
2/25/21 18:45,Denver,NC,USA,Formation,5+ minutes,Long string os lights in trail. Some stacked line abreast and some had lateral separation consisting of a typical parallel approach a a,3/2/21,
2/25/21 18:00,Willard,OH,USA,Cylinder,2 minutes,"I was outside saying bye to my fiance as he was going to work. I looked up, and the sky was beautiful, the clouds were stringy like. I",3/31/21,
2/25/21 08:50,Butler,PA,USA,Cigar,15 seconds,Bright cigar shaped object,3/2/21,
2/25/21 06:15,Richmond,VA,USA,Changing,Seconds,"Indeterminable Orb In Early Morning Sky, Richmond VA",3/2/21,
2/24/21 21:45,Nampa,ID,USA,Light,1 minute,I went out onto our back deck which faces East to call our cat. We are directly west (approximately 20 miles) of the airport in Boise a,3/2/21,
2/24/21 20:59,Roaring river,NC,USA,Unknown,2 minutes,"Three lights appeared, made very strange movements seemingly in a sequence before shooting off further than the eye can see",3/2/21,
2/24/21 20:15,Maysville,OK,USA,Oval,4 seconds,"Strange, unidentifiable light",3/2/21,
2/24/21 16:30,Lansdowne,PA,USA,Formation,15 seconds,"Observed silver aircrafts at great rocket heights flying in tight formation, maneuvering in super tight formation, with clear blue sky.",3/2/21,
2/24/21 16:10,Marietta,GA,USA,Disk,2 minutes,"My wife and I were in our backyard with our two toddlers, and my wife saw something in the sky at approximately 4:10pm eastern time. S",3/2/21,
2/24/21 08:10,Pryor,OK,USA,Light,10 seconds,Was walking dog saw a bright white light in The sky no much higher than a tower moving in a downward angle at a slow but steady speed t,3/2/21,
2/24/21 05:35,Brewerton,NY,USA,Light,5 minutes,Very bright white and orange swirling stationary orb.,3/2/21,
2/23/21 22:00,Willowbrook,IL,USA,Light,30 minutes,observed circulating light,3/31/21,
2/23/21 21:30,Cave Creek,AZ,USA,Circle,5 minutes,"No noise, just gone",3/2/21,
2/23/21 20:15,Wiarton (Canada),ON,Canada,Unknown,Clear skies,Colpoys Bay possible ufo sighting!,3/2/21,
2/23/21 15:57,Jamestown,CA,USA,Triangle,Unknown,Hi! I am new here. I'm a member of two places or maybe more? I am in Shirley Mac's Encounter Board. I own the Deaf Spiritual Network an,3/2/21,
2/23/21 13:30,Voleny,NY,USA,Disk,Periodically,WATCHING LIVE VALCANOS AND SAW SEVERAL UFOS,3/2/21,
2/23/21 04:40,Normal,IL,USA,Triangle,10:00,Triangle of 3 lights moving west in the sky just west of Normal Illinois.,3/2/21,
2/23/21 04:21,Arlington,VA,USA,Light,>10 minutes,"Bright orange orb hovered adjacent to, near top of radio tower",3/4/22,Yes
2/23/21 04:15,Porterville,CA,USA,Triangle,30 seconds,Looking West over top of my house when I saw a flash of blue/white light. Second flash a couple of seconds later closer to me. At that,3/2/21,
2/22/21 19:00,Redding,CA,USA,Changing,2 minutes,Objects seen with appearance of strange cloud.,3/2/21,
2/22/21 05:50,Denver,CO,USA,Formation,4-5 seconds,Fast group of lights.,3/2/21,
2/21/21 20:44,Avondale,AZ,USA,Circle,.40 sec,Bright orange/red light appearing and disappearing,6/22/22,
2/21/21 19:18,,NM,USA,Cylinder,,Cruise missile looking. ((NUFORC Note: Report from FAA employee. PD)),3/2/21,
2/21/21 18:55,Austin,TX,USA,Fireball,5 minutes,"Approximate 6:55 pm, while driving northbound on Westgate Blvd from Davis Rd, my family and I saw a red/orange flaming large object in",3/2/21,
2/21/21 15:07,Albuquerque,NM,USA,Disk,,Silver/dull disk with Greenish/Gold dome. Witness provided several photos (3). ((MUFON report)),3/31/21,
