DateTime,City,State,Country,location,geocode,lat,long
2022-05-04 21:43:00,westlake village,CA,USA,"westlake village,CA,USA","(34.1466467, -118.8073729)",34.1466467,-118.8073729
2022-05-04 17:30:00,Roseville,MI,USA,"Roseville,MI,USA","(42.4972583, -82.9371409)",42.4972583,-82.9371409
2022-05-04 05:47:00,Corpus Christi,TX,USA,"Corpus Christi,TX,USA","(27.8005828, -97.39638099999999)",27.8005828,-97.39638099999999
2022-05-04 02:12:00,Dothan,AL,USA,"Dothan,AL,USA","(31.2232313, -85.3904888)",31.2232313,-85.3904888
2022-05-03 21:59:00,Polk City,IA,USA,"Polk City,IA,USA","(41.7713764, -93.7129997)",41.7713764,-93.7129997
2022-05-03 21:30:00,Fairmont,MN,USA,"Fairmont,MN,USA","(43.65217750000001, -94.46108319999999)",43.65217750000001,-94.46108319999999
2022-05-03 20:37:00,columbia,NJ,USA,"columbia,NJ,USA","(40.9256446, -75.0931123)",40.9256446,-75.0931123
2022-05-03 15:53:00,Renton,PA,USA,"Renton,PA,USA","(40.5017343, -79.7264352)",40.5017343,-79.7264352
2022-05-03 06:45:00,Hollywood,AZ,USA,"Hollywood,AZ,USA","(32.8295101, -109.6834127)",32.8295101,-109.6834127
2022-05-03 05:04:00,Midwest City,OK,USA,"Midwest City,OK,USA","(35.4495065, -97.3967019)",35.4495065,-97.3967019
2022-05-03 04:23:00,Grand Junction,CO,USA,"Grand Junction,CO,USA","(39.0638705, -108.5506486)",39.0638705,-108.5506486
2022-05-02 19:00:00,East London,Eastern Cape,South Africa,"East London,Eastern Cape,South Africa","(-33.0198434, 27.903905)",-33.0198434,27.903905
2022-05-02 16:03:00,Cumming,GA,USA,"Cumming,GA,USA","(34.2073196, -84.14019259999999)",34.2073196,-84.14019259999999
2022-05-02 14:36:00,Portage,IN,USA,"Portage,IN,USA","(41.5758707, -87.1761455)",41.5758707,-87.1761455
2022-05-02 04:23:00,Redding,CA,USA,"Redding,CA,USA","(40.5865396, -122.3916754)",40.5865396,-122.3916754
2022-05-02 01:30:00,north of greensboro and raleigh nc 40 -50 miles,NC,USA,"north of greensboro and raleigh nc 40 -50 miles,NC,USA","(35.7795897, -78.6381787)",35.7795897,-78.6381787
2022-05-02 01:00:00,Thompson Station,TN,USA,"Thompson Station,TN,USA","(35.7971371, -86.90546479999999)",35.7971371,-86.90546479999999
2022-05-02 01:00:00,Harvest,AL,USA,"Harvest,AL,USA","(34.8556441, -86.7508323)",34.8556441,-86.7508323
2022-05-02 01:00:00,West Tisbury,MA,USA,"West Tisbury,MA,USA","(41.38122449999999, -70.6744723)",41.38122449999999,-70.6744723
2022-05-01 22:57:00,Bradenton,FL,USA,"Bradenton,FL,USA","(27.4989278, -82.5748194)",27.4989278,-82.5748194
2022-05-01 20:38:00,Shawnee,KS,USA,"Shawnee,KS,USA","(39.02284849999999, -94.7151865)",39.02284849999999,-94.7151865
2022-05-01 20:05:00,WALLKILL,NY,USA,"WALLKILL,NY,USA","(41.60564919999999, -74.1840358)",41.60564919999999,-74.1840358
2022-05-01 18:50:00,Hathorne,MA,USA,"Hathorne,MA,USA","(42.5862595, -70.97288379999999)",42.5862595,-70.97288379999999
2022-05-01 14:51:00,Imperial,MO,USA,"Imperial,MO,USA","(38.3697763, -90.37845250000001)",38.3697763,-90.37845250000001
2022-05-01 14:43:00,Weatogue,CT,USA,"Weatogue,CT,USA","(41.8437093, -72.8284317)",41.8437093,-72.8284317
2022-05-01 13:00:00,Pittstown,NY,USA,"Pittstown,NY,USA","(42.8350778, -73.485114)",42.8350778,-73.485114
2022-05-01 12:00:00,All,NH,USA,"All,NH,USA","(43.1938516, -71.5723953)",43.1938516,-71.5723953
2022-05-01 12:00:00,Victoria,TX,USA,"Victoria,TX,USA","(28.8052674, -97.0035982)",28.8052674,-97.0035982
2022-05-01 11:08:00,Hampden,MA,USA,"Hampden,MA,USA","(42.0639841, -72.4134167)",42.0639841,-72.4134167
2022-05-01 06:47:00,Garrettsville,OH,USA,"Garrettsville,OH,USA","(41.2842224, -81.0964856)",41.2842224,-81.0964856
2022-05-01 06:00:00,Monroe,GA,USA,"Monroe,GA,USA","(33.7948364, -83.713229)",33.7948364,-83.713229
2022-05-01 04:41:00,Cochrane,ON,Canada,"Cochrane,ON,Canada","(49.06502589999999, -81.02992979999999)",49.06502589999999,-81.02992979999999
2022-05-01 04:25:00,Roseville,CA,USA,"Roseville,CA,USA","(38.7521235, -121.2880059)",38.7521235,-121.2880059
2022-05-01 04:00:00,San Miguel,CA,USA,"San Miguel,CA,USA","(35.7524679, -120.6962826)",35.7524679,-120.6962826
2022-05-01 02:37:00,Los Angeles,CA,USA,"Los Angeles,CA,USA","(34.0522342, -118.2436849)",34.0522342,-118.2436849
2022-05-01 01:30:00,Unknown,PA,USA,"Unknown,PA,USA","(41.2033216, -77.1945247)",41.2033216,-77.1945247
2020-07-31 23:15:00,Temecula,CA,USA,"Temecula,CA,USA","(33.4934243, -117.1488156)",33.4934243,-117.1488156
2020-07-31 23:00:00,Spanish Fort,AL,USA,"Spanish Fort,AL,USA","(30.6685159, -87.9108534)",30.6685159,-87.9108534
2020-07-31 22:53:00,Honolulu,HI,USA,"Honolulu,HI,USA","(21.3098845, -157.8581401)",21.3098845,-157.8581401
2020-07-31 22:30:00,Toronto,ON,Canada,"Toronto,ON,Canada","(43.653226, -79.3831843)",43.653226,-79.3831843
2020-07-31 22:30:00,Farmington,UT,USA,"Farmington,UT,USA","(40.9804999, -111.8874392)",40.9804999,-111.8874392
2020-07-31 22:00:00,Brooksville,FL,USA,"Brooksville,FL,USA","(28.5552719, -82.3878709)",28.5552719,-82.3878709
2020-07-31 22:00:00,La Selva Beach,CA,USA,"La Selva Beach,CA,USA","(36.9366186, -121.8646774)",36.9366186,-121.8646774
2020-07-31 21:45:00,East Haddam,CT,USA,"East Haddam,CT,USA","(41.5034351, -72.4757767)",41.5034351,-72.4757767
2020-07-31 21:30:00,Oyster Bay,NY,USA,"Oyster Bay,NY,USA","(40.8656543, -73.5320685)",40.8656543,-73.5320685
2020-07-31 21:26:00,Monroe Twp,NJ,USA,"Monroe Twp,NJ,USA","(40.336419, -74.43304739999999)",40.336419,-74.43304739999999
2020-07-31 21:25:00,Duxbury,MA,USA,"Duxbury,MA,USA","(42.0417525, -70.6722767)",42.0417525,-70.6722767
2020-07-31 20:46:00,Redmond,OR,USA,"Redmond,OR,USA","(44.2726203, -121.1739212)",44.2726203,-121.1739212
2020-07-31 20:00:00,New York,NY,USA,"New York,NY,USA","(40.7127753, -74.0059728)",40.7127753,-74.0059728
2020-07-31 19:41:00,Marion,NC,USA,"Marion,NC,USA","(35.6840131, -82.00927449999999)",35.6840131,-82.00927449999999
2020-07-31 19:21:00,Marion,NC,USA,"Marion,NC,USA","(35.6840131, -82.00927449999999)",35.6840131,-82.00927449999999
2020-07-31 19:00:00,Long Beach,CA,USA,"Long Beach,CA,USA","(33.7700504, -118.1937395)",33.7700504,-118.1937395
2020-07-31 18:40:00,Brooklyn,NY,USA,"Brooklyn,NY,USA","(40.6781784, -73.9441579)",40.6781784,-73.9441579
2020-07-31 16:00:00,Vancouver,WA,USA,"Vancouver,WA,USA","(45.6280277, -122.673865)",45.6280277,-122.673865
2020-07-31 15:38:00,Norwalk,CA,USA,"Norwalk,CA,USA","(33.9022367, -118.081733)",33.9022367,-118.081733
2020-07-31 12:00:00,Palm Desert,CA,USA,"Palm Desert,CA,USA","(33.7222445, -116.3744556)",33.7222445,-116.3744556
2020-07-31 08:07:00,St. Louis,MO,USA,"St. Louis,MO,USA","(38.6270025, -90.19940419999999)",38.6270025,-90.19940419999999
2020-07-31 07:33:00,Jakarta (Indonesia),,Indonesia,"Jakarta (Indonesia),Indonesia","(-6.2087634, 106.845599)",-6.2087634,106.845599
2020-07-31 03:00:00,Alexandria,VA,USA,"Alexandria,VA,USA","(38.8048355, -77.0469214)",38.8048355,-77.0469214
2020-07-31 01:00:00,Montego Bay,SK,Jamaica,"Montego Bay,SK,Jamaica","(18.4762228, -77.8938895)",18.4762228,-77.8938895
2020-07-31 01:00:00,Willseyville,NY,USA,"Willseyville,NY,USA","(42.2900737, -76.3782702)",42.2900737,-76.3782702
2020-07-30 23:45:00,Holden Beach,NC,USA,"Holden Beach,NC,USA","(33.9139209, -78.26938849999999)",33.9139209,-78.26938849999999
2020-07-30 23:00:00,Waterford,NY,USA,"Waterford,NY,USA","(42.7925777, -73.6812293)",42.7925777,-73.6812293
2020-07-30 22:15:00,Ottawa (Canada),ON,Canada,"Ottawa (Canada),ON,Canada","(45.4215296, -75.69719309999999)",45.4215296,-75.69719309999999
2020-07-30 22:15:00,Kearney (Canada),ON,Canada,"Kearney (Canada),ON,Canada","(45.556352, -79.2235611)",45.556352,-79.2235611
2020-07-30 21:30:00,Columbus,OH,USA,"Columbus,OH,USA","(39.9611755, -82.99879419999999)",39.9611755,-82.99879419999999
2020-07-30 20:00:00,Prescott Valley,AZ,USA,"Prescott Valley,AZ,USA","(34.6100243, -112.315721)",34.6100243,-112.315721
2020-07-30 19:45:00,Prescott Valley,AZ,USA,"Prescott Valley,AZ,USA","(34.6100243, -112.315721)",34.6100243,-112.315721
2020-07-30 19:10:00,Kenmore,WA,USA,"Kenmore,WA,USA","(47.7583576, -122.2496863)",47.7583576,-122.2496863
2020-07-30 16:30:00,Filer,ID,USA,"Filer,ID,USA","(42.570186, -114.6078214)",42.570186,-114.6078214
2020-07-30 15:00:00,Rochester,NY,USA,"Rochester,NY,USA","(43.15657789999999, -77.6088465)",43.15657789999999,-77.6088465
2020-07-30 12:27:00,Granby,CO,USA,"Granby,CO,USA","(40.086097, -105.9394597)",40.086097,-105.9394597
2020-07-30 07:30:00,Albuquerque,NM,USA,"Albuquerque,NM,USA","(35.0843859, -106.650422)",35.0843859,-106.650422
2020-07-30 05:12:00,Elgin,OK,USA,"Elgin,OK,USA","(34.7803469, -98.292273)",34.7803469,-98.292273
2020-07-30 02:30:00,braintree,MA,USA,"braintree,MA,USA","(42.2079017, -71.0040013)",42.2079017,-71.0040013
2020-07-30 02:00:00,Waupaca,WI,USA,"Waupaca,WI,USA","(44.3580348, -89.0859464)",44.3580348,-89.0859464
2020-07-30 01:00:00,Farmingdale,NJ,USA,"Farmingdale,NJ,USA","(40.1965018, -74.1684757)",40.1965018,-74.1684757
2020-07-30 00:00:00,Mount Vernon,KY,USA,"Mount Vernon,KY,USA","(37.3528615, -84.3404919)",37.3528615,-84.3404919
2020-07-29 23:00:00,Downingtown,PA,USA,"Downingtown,PA,USA","(40.0064958, -75.7032742)",40.0064958,-75.7032742
2020-07-29 23:00:00,Portland,OR,USA,"Portland,OR,USA","(45.515232, -122.6783853)",45.515232,-122.6783853
2020-07-29 22:30:00,Austin,TX,USA,"Austin,TX,USA","(30.267153, -97.7430608)",30.267153,-97.7430608
2020-07-29 22:11:00,Maple Shade,NJ,USA,"Maple Shade,NJ,USA","(39.9526127, -74.9923915)",39.9526127,-74.9923915
2020-07-29 21:45:00,Fall River,MA,USA,"Fall River,MA,USA","(41.7014912, -71.1550451)",41.7014912,-71.1550451
2020-07-29 21:30:00,Commack,NY,USA,"Commack,NY,USA","(40.8428759, -73.29289430000001)",40.8428759,-73.29289430000001
2020-07-29 21:20:00,Chelsea,OK,USA,"Chelsea,OK,USA","(36.535647, -95.432474)",36.535647,-95.432474
2020-07-29 21:15:00,North Platte,NE,USA,"North Platte,NE,USA","(41.1402759, -100.7601454)",41.1402759,-100.7601454
2020-07-29 20:21:00,New York City (Manhattan),NY,USA,"New York City (Manhattan),NY,USA","(40.7830603, -73.9712488)",40.7830603,-73.9712488
2020-07-29 20:15:00,North Platte,NE,USA,"North Platte,NE,USA","(41.1402759, -100.7601454)",41.1402759,-100.7601454
2020-07-29 13:03:00,Boise,ID,USA,"Boise,ID,USA","(43.6150186, -116.2023137)",43.6150186,-116.2023137
2020-07-29 05:15:00,Lexington,KY,USA,"Lexington,KY,USA","(38.0405837, -84.5037164)",38.0405837,-84.5037164
2020-07-29 04:19:00,Venice,FL,USA,"Venice,FL,USA","(27.0997775, -82.4542632)",27.0997775,-82.4542632
2020-07-29 04:00:00,Plainfield,IL,USA,"Plainfield,IL,USA","(41.632223, -88.2120315)",41.632223,-88.2120315
2020-07-29 03:15:00,Center Conway,NH,USA,"Center Conway,NH,USA","(43.9949673, -71.0623785)",43.9949673,-71.0623785
2020-07-29 02:55:00,Toronto (East York)(Canada),ON,Canada,"Toronto (East York)(Canada),ON,Canada","(43.69120059999999, -79.34166379999999)",43.69120059999999,-79.34166379999999
2020-07-29 02:45:00,Charlestown/ Harpers Ferry,WV,USA,"Charlestown/ Harpers Ferry,WV,USA","(39.2534905, -77.8115672)",39.2534905,-77.8115672
2020-07-29 01:00:00,Memphis,IN,Usa,"Memphis,IN,Usa","(35.1495343, -90.0489801)",35.1495343,-90.0489801
2020-07-29 00:30:00,Seaside,OR,USA,"Seaside,OR,USA","(45.9931636, -123.9226385)",45.9931636,-123.9226385
2020-07-29 00:02:00,Monroe,MI,USA,"Monroe,MI,USA","(41.9164343, -83.3977101)",41.9164343,-83.3977101
2020-07-29 00:00:00,Bridgeport,CT,USA,"Bridgeport,CT,USA","(41.1792258, -73.1894384)",41.1792258,-73.1894384
2020-07-28 23:55:00,Lethbridge (Canada),AB,Canada,"Lethbridge (Canada),AB,Canada","(49.6956181, -112.8451067)",49.6956181,-112.8451067
2020-07-28 23:00:00,Springvale,ME,USA,"Springvale,ME,USA","(43.4667484, -70.7936699)",43.4667484,-70.7936699
2020-07-28 22:36:00,Johnstown,OH,USA,"Johnstown,OH,USA","(40.1536742, -82.68516989999999)",40.1536742,-82.68516989999999
2020-07-28 22:20:00,Pennellville,NY,USA,"Pennellville,NY,USA","(43.2825686, -76.2704851)",43.2825686,-76.2704851
2020-07-28 22:15:00,Fort Wayne,IN,USA,"Fort Wayne,IN,USA","(41.079273, -85.1393513)",41.079273,-85.1393513
2020-07-28 22:15:00,Fort wayne,IN,USA,"Fort wayne,IN,USA","(41.079273, -85.1393513)",41.079273,-85.1393513
2020-07-28 22:00:00,Nashua,NH,USA,"Nashua,NH,USA","(42.7653662, -71.46756599999999)",42.7653662,-71.46756599999999
2020-07-28 21:58:00,Beach Park,IL,USA,"Beach Park,IL,USA","(42.4222435, -87.85729549999999)",42.4222435,-87.85729549999999
2020-07-28 21:40:00,Maricopa,AZ,USA,"Maricopa,AZ,USA","(33.0581063, -112.0476423)",33.0581063,-112.0476423
2020-07-28 21:10:00,Albuquerque,NM,USA,"Albuquerque,NM,USA","(35.0843859, -106.650422)",35.0843859,-106.650422
2020-07-28 21:03:00,Downers Grove/Chicago,IL,USA,"Downers Grove/Chicago,IL,USA","(41.8089191, -88.01117459999999)",41.8089191,-88.01117459999999
2020-07-28 21:00:00,Thompson springs,UT,USA,"Thompson springs,UT,USA","(38.9710823, -109.713735)",38.9710823,-109.713735
2020-07-28 21:00:00,Pueblo,CO,USA,"Pueblo,CO,USA","(38.2544472, -104.6091409)",38.2544472,-104.6091409
2020-07-28 21:00:00,North Attleboro,MA,USA,"North Attleboro,MA,USA","(41.9695516, -71.35654389999999)",41.9695516,-71.35654389999999
2020-07-28 21:00:00,Pauls Valley,OK,USA,"Pauls Valley,OK,USA","(34.7400809, -97.22224510000001)",34.7400809,-97.22224510000001
2020-07-28 21:00:00,Monterey,CA,USA,"Monterey,CA,USA","(36.6002378, -121.8946761)",36.6002378,-121.8946761
2020-07-28 20:55:00,Albuquerque,NM,USA,"Albuquerque,NM,USA","(35.0843859, -106.650422)",35.0843859,-106.650422
2020-07-28 19:50:00,Lynn,MA,USA,"Lynn,MA,USA","(42.46676300000001, -70.9494938)",42.46676300000001,-70.9494938
2020-07-28 18:53:00,Royal Palm Beach,FL,USA,"Royal Palm Beach,FL,USA","(26.7083984, -80.2306019)",26.7083984,-80.2306019
2020-07-28 18:10:00,Portland,OR,USA,"Portland,OR,USA","(45.515232, -122.6783853)",45.515232,-122.6783853
2020-07-28 17:20:00,Albuquerque,NM,USA,"Albuquerque,NM,USA","(35.0843859, -106.650422)",35.0843859,-106.650422
2020-07-28 16:30:00,Lohman,MO,USA,"Lohman,MO,USA","(38.5430863, -92.36435259999999)",38.5430863,-92.36435259999999
2020-07-28 16:00:00,Schnecksville,PA,USA,"Schnecksville,PA,USA","(40.6749111, -75.6178991)",40.6749111,-75.6178991
2020-07-28 06:15:00,Prescott Valley,AZ,USA,"Prescott Valley,AZ,USA","(34.6100243, -112.315721)",34.6100243,-112.315721
2020-07-28 05:27:00,Holland,PA,USA,"Holland,PA,USA","(40.2010288, -74.9722322)",40.2010288,-74.9722322
2020-07-28 04:30:00,Portland,OR,USA,"Portland,OR,USA","(45.515232, -122.6783853)",45.515232,-122.6783853
2020-07-28 04:30:00,Portland,OR,USA,"Portland,OR,USA","(45.515232, -122.6783853)",45.515232,-122.6783853
2020-07-28 03:30:00,Malibu,CA,USA,"Malibu,CA,USA","(34.0259216, -118.7797571)",34.0259216,-118.7797571
2020-07-28 00:00:00,Taubaté (Brazil),,Brazil,"Taubaté (Brazil),Brazil","(-23.024996, -45.5638792)",-23.024996,-45.5638792
2020-07-27 23:45:00,Harrison,TN,USA,"Harrison,TN,USA","(35.1136837, -85.1380092)",35.1136837,-85.1380092
2020-07-27 23:01:00,Downingtown,PA,USA,"Downingtown,PA,USA","(40.0064958, -75.7032742)",40.0064958,-75.7032742
2020-07-27 22:45:00,La Crosse,WI,USA,"La Crosse,WI,USA","(43.8137751, -91.25190169999999)",43.8137751,-91.25190169999999
2020-07-27 20:22:00,Altamont,NY,USA,"Altamont,NY,USA","(42.7006324, -74.0337382)",42.7006324,-74.0337382
2020-07-27 17:53:00,Honolulu,HI,USA,"Honolulu,HI,USA","(21.3098845, -157.8581401)",21.3098845,-157.8581401
2020-07-27 17:44:00,Valley City,ND,USA,"Valley City,ND,USA","(46.9233129, -98.0031547)",46.9233129,-98.0031547
2020-07-27 12:35:00,Gibsonton,FL,USA,"Gibsonton,FL,USA","(27.8536365, -82.382593)",27.8536365,-82.382593
2020-07-27 11:30:00,Brookings,SD,USA,"Brookings,SD,USA","(44.3113573, -96.79838769999999)",44.3113573,-96.79838769999999
2020-07-27 09:30:00,Green county,KY,USA,"Green county,KY,USA","(37.2570117, -85.56121)",37.2570117,-85.56121
2020-07-27 04:49:00,Mableton,GA,USA,"Mableton,GA,USA","(33.8187167, -84.5824329)",33.8187167,-84.5824329
2020-07-27 04:16:00,Newington,CT,USA,"Newington,CT,USA","(41.6972996, -72.7228293)",41.6972996,-72.7228293
2020-07-27 04:15:00,Portage,PA,USA,"Portage,PA,USA","(40.3886847, -78.672241)",40.3886847,-78.672241
2020-07-27 03:15:00,Vancouver Island (Canada),BC,Canada,"Vancouver Island (Canada),BC,Canada","(49.6506376, -125.4493906)",49.6506376,-125.4493906
2020-07-27 03:10:00,Glassboro,NJ,USA,"Glassboro,NJ,USA","(39.70289229999999, -75.1118422)",39.70289229999999,-75.1118422
2020-07-27 03:10:00,Glassboro,NJ,USA,"Glassboro,NJ,USA","(39.70289229999999, -75.1118422)",39.70289229999999,-75.1118422
2020-07-27 01:08:00,Lone Pine,CA,USA,"Lone Pine,CA,USA","(36.6060444, -118.0628654)",36.6060444,-118.0628654
2020-07-26 23:30:00,Coeur d'Alene,ID,USA,"Coeur d'Alene,ID,USA","(47.6734632, -116.7812225)",47.6734632,-116.7812225
2020-07-26 23:20:00,Downingtown,PA,USA,"Downingtown,PA,USA","(40.0064958, -75.7032742)",40.0064958,-75.7032742
2020-07-26 23:00:00,Arlington,VT,USA,"Arlington,VT,USA","(43.0747858, -73.1539734)",43.0747858,-73.1539734
2020-07-26 21:40:00,Austin,TX,USA,"Austin,TX,USA","(30.267153, -97.7430608)",30.267153,-97.7430608
2020-07-26 21:30:00,North Myrtle Beach,SC,USA,"North Myrtle Beach,SC,USA","(33.8160058, -78.680016)",33.8160058,-78.680016
2020-07-26 21:15:00,Merrick,NY,USA,"Merrick,NY,USA","(40.6628795, -73.55151599999999)",40.6628795,-73.55151599999999
2020-07-26 20:39:00,Port Washington,NY,USA,"Port Washington,NY,USA","(40.8256561, -73.69818579999999)",40.8256561,-73.69818579999999
2020-07-26 20:05:00,Lancaster,CA,USA,"Lancaster,CA,USA","(34.6867846, -118.1541632)",34.6867846,-118.1541632
2020-07-26 19:45:00,Birmingham,AL,USA,"Birmingham,AL,USA","(33.5185892, -86.8103567)",33.5185892,-86.8103567
2020-07-26 19:30:00,North Myrtle Beach,SC,USA,"North Myrtle Beach,SC,USA","(33.8160058, -78.680016)",33.8160058,-78.680016
2020-07-26 17:56:00,Spencerville,IN,USA,"Spencerville,IN,USA","(41.2831056, -84.9219092)",41.2831056,-84.9219092
2020-07-26 16:15:00,Palm Desert,CA,USA,"Palm Desert,CA,USA","(33.7222445, -116.3744556)",33.7222445,-116.3744556
2020-07-26 12:53:00,Lowell,MA,USA,"Lowell,MA,USA","(42.6334247, -71.31617179999999)",42.6334247,-71.31617179999999
2020-07-26 10:00:00,Millcreek,WA,USA,"Millcreek,WA,USA","(47.8600971, -122.2042966)",47.8600971,-122.2042966
2020-07-26 09:30:00,Creedmoor,NC,USA,"Creedmoor,NC,USA","(36.1223683, -78.6861145)",36.1223683,-78.6861145
2020-07-26 02:15:00,Quincy,MA,USA,"Quincy,MA,USA","(42.2528772, -71.0022705)",42.2528772,-71.0022705
2020-07-26 01:45:00,South Beach,OR,USA,"South Beach,OR,USA","(44.6127796, -124.0476815)",44.6127796,-124.0476815
2020-07-26 01:42:00,Clarksville,TN,USA,"Clarksville,TN,USA","(36.5297706, -87.3594528)",36.5297706,-87.3594528
2020-07-26 00:00:00,,VA,USA,"VA,USA","(37.4315734, -78.6568942)",37.4315734,-78.6568942
2020-07-25 23:15:00,Lafayette,IN,USA,"Lafayette,IN,USA","(40.4167022, -86.87528689999999)",40.4167022,-86.87528689999999
2020-07-25 23:00:00,Shellsburg,IA,USA,"Shellsburg,IA,USA","(42.0945385, -91.8693231)",42.0945385,-91.8693231
2020-07-25 22:44:00,Kitchener,ON,Canada,"Kitchener,ON,Canada","(43.4516395, -80.4925337)",43.4516395,-80.4925337
2020-07-25 22:15:00,Balck Diamond,WA,USA,"Balck Diamond,WA,USA","(47.3087121, -122.0031691)",47.3087121,-122.0031691
2020-07-25 22:15:00,Black Diamond,WA,USA,"Black Diamond,WA,USA","(47.3087121, -122.0031691)",47.3087121,-122.0031691
2020-07-25 22:15:00,Kent,WA,USA,"Kent,WA,USA","(47.3830671, -122.234771)",47.3830671,-122.234771
2020-07-25 22:00:00,Ithaca,NY,USA,"Ithaca,NY,USA","(42.4439614, -76.5018807)",42.4439614,-76.5018807
2020-07-25 22:00:00,Portland,OR,USA,"Portland,OR,USA","(45.515232, -122.6783853)",45.515232,-122.6783853
2020-07-25 21:49:00,Maywood,NJ,USA,"Maywood,NJ,USA","(40.902599, -74.06180739999999)",40.902599,-74.06180739999999
2020-07-25 21:45:00,Moore,OK,USA,"Moore,OK,USA","(35.3395079, -97.48670279999999)",35.3395079,-97.48670279999999
2020-07-25 21:45:00,West Palm Beach,FL,USA,"West Palm Beach,FL,USA","(26.7153424, -80.0533746)",26.7153424,-80.0533746
2020-07-25 21:20:00,Decin (Czech Republic),,Czech republic,"Decin (Czech Republic),Czech republic","(50.77255630000001, 14.2127612)",50.77255630000001,14.2127612
2020-07-25 21:00:00,Cumberland,MD,USA,"Cumberland,MD,USA","(39.6528654, -78.7625185)",39.6528654,-78.7625185
2020-07-25 21:00:00,Millston,WI,USA,"Millston,WI,USA","(44.1930179, -90.6476354)",44.1930179,-90.6476354
2020-07-25 21:00:00,Surfside Beach,SC,USA,"Surfside Beach,SC,USA","(33.6060031, -78.97308869999999)",33.6060031,-78.97308869999999
2020-07-25 20:30:00,Rexburg,ID,USA,"Rexburg,ID,USA","(43.8231096, -111.7924237)",43.8231096,-111.7924237
2020-07-25 20:30:00,Dallas,TX,USA,"Dallas,TX,USA","(32.7766642, -96.79698789999999)",32.7766642,-96.79698789999999
2020-07-25 19:30:00,Miami Florida,FL,USA,"Miami Florida,FL,USA","(25.7616798, -80.1917902)",25.7616798,-80.1917902
2020-07-25 18:00:00,Gallatin Gateway,MT,USA,"Gallatin Gateway,MT,USA","(45.5915958, -111.1977304)",45.5915958,-111.1977304
2020-07-25 15:00:00,Beverly,MA,USA,"Beverly,MA,USA","(42.5584283, -70.880049)",42.5584283,-70.880049
2020-07-25 11:45:00,Dearborn,MI,USA,"Dearborn,MI,USA","(42.3222599, -83.17631449999999)",42.3222599,-83.17631449999999
2020-07-25 05:30:00,Little Elm,TX,USA,"Little Elm,TX,USA","(33.1782296, -96.89098919999999)",33.1782296,-96.89098919999999
2020-07-25 05:00:00,Bradenton,FL,USA,"Bradenton,FL,USA","(27.4989278, -82.5748194)",27.4989278,-82.5748194
2020-07-25 03:30:00,Austin,TX,USA,"Austin,TX,USA","(30.267153, -97.7430608)",30.267153,-97.7430608
2020-07-25 03:15:00,Beaverton,OR,USA,"Beaverton,OR,USA","(45.4869283, -122.804032)",45.4869283,-122.804032
2020-07-25 03:00:00,Greenwater,WA,USA,"Greenwater,WA,USA","(47.1561078, -121.65511)",47.1561078,-121.65511
2020-07-25 02:00:00,Austin (Canada),QC,Canada,"Austin (Canada),QC,Canada","(45.1840919, -72.28028979999999)",45.1840919,-72.28028979999999
2020-07-25 01:00:00,Snohomish,WA,USA,"Snohomish,WA,USA","(47.91287560000001, -122.0981848)",47.91287560000001,-122.0981848
2020-07-25 00:00:00,Sapulpa,OK,USA,"Sapulpa,OK,USA","(35.9987007, -96.1141664)",35.9987007,-96.1141664
2020-07-25 00:00:00,Smokey Point,WA,USA,"Smokey Point,WA,USA","(48.1675772, -122.191644)",48.1675772,-122.191644
2020-07-25 00:00:00,Ottawa (Canada),ON,Canada,"Ottawa (Canada),ON,Canada","(45.4215296, -75.69719309999999)",45.4215296,-75.69719309999999
2020-07-24 22:30:00,Coon Rapids,MN,USA,"Coon Rapids,MN,USA","(45.1732394, -93.30300629999999)",45.1732394,-93.30300629999999
2020-07-24 22:12:00,Glenwood,ME,USA,"Glenwood,ME,USA","(45.8031249, -68.1107653)",45.8031249,-68.1107653
2020-07-24 21:50:00,Broadway,VA,USA,"Broadway,VA,USA","(38.6131746, -78.79891239999999)",38.6131746,-78.79891239999999
2020-07-24 21:40:00,Harpersfield,OH,USA,"Harpersfield,OH,USA","(41.74236130000001, -80.9650023)",41.74236130000001,-80.9650023
2020-07-24 21:40:00,Harpersfield,OH,USA,"Harpersfield,OH,USA","(41.74236130000001, -80.9650023)",41.74236130000001,-80.9650023
2020-07-24 21:13:00,Siloam Springs,AR,USA,"Siloam Springs,AR,USA","(36.1859196, -94.54156429999999)",36.1859196,-94.54156429999999
2020-07-24 20:45:00,North Powder,OR,USA,"North Powder,OR,USA","(45.0284737, -117.9199386)",45.0284737,-117.9199386
2020-07-24 19:30:00,North Las Vegas,NV,USA,"North Las Vegas,NV,USA","(36.1988592, -115.1175013)",36.1988592,-115.1175013
2020-07-24 10:30:00,Lewisville,TX,USA,"Lewisville,TX,USA","(33.0463292, -96.9941903)",33.0463292,-96.9941903
2020-07-24 09:24:00,Hunt Valley,MD,USA,"Hunt Valley,MD,USA","(39.4900013, -76.65850739999999)",39.4900013,-76.65850739999999
2020-07-24 07:15:00,Phoenix,AZ,USA,"Phoenix,AZ,USA","(33.4483771, -112.0740373)",33.4483771,-112.0740373
2020-07-24 05:07:00,St. Peter,MN,USA,"St. Peter,MN,USA","(44.3258932, -93.955691)",44.3258932,-93.955691
2020-07-24 04:30:00,Independence,MO,USA,"Independence,MO,USA","(39.0911161, -94.41550679999999)",39.0911161,-94.41550679999999
