DateTime,City,State,Country,location,geocode,lat,long
2020-08-01 05:53:00,Kendall,FL,USA,"Kendall,FL,USA","(25.6660336, -80.357827)",25.6660336,-80.357827
2020-08-01 04:00:00,Lehighton,PA,USA,"Lehighton,PA,USA","(40.8337029, -75.7138008)",40.8337029,-75.7138008
2020-08-01 04:00:00,N. Wales,PA,USA,"N. Wales,PA,USA","(40.2109404, -75.2782317)",40.2109404,-75.2782317
2020-08-01 03:04:00,Melbourne,FL,USA,"Melbourne,FL,USA","(28.0836269, -80.60810889999999)",28.0836269,-80.60810889999999
2020-08-01 01:10:00,Big Falls,MN,USA,"Big Falls,MN,USA","(48.1910626, -93.8065692)",48.1910626,-93.8065692
2020-08-01 01:00:00,Reading (UK/England),,United Kingdom,"Reading (UK/England),United Kingdom","(51.45512009999999, -0.9787475)",51.45512009999999,-0.9787475
2020-08-01 00:00:00,Portland,OR,USA,"Portland,OR,USA","(45.515232, -122.6783853)",45.515232,-122.6783853
2020-05-31 22:00:00,Lawton,OK,USA,"Lawton,OK,USA","(34.6035669, -98.39592909999999)",34.6035669,-98.39592909999999
2020-05-31 18:04:00,Cornell,WI,USA,"Cornell,WI,USA","(45.1671881, -91.1493107)",45.1671881,-91.1493107
2020-05-31 18:00:00,Kaysville,UT,USA,"Kaysville,UT,USA","(41.0352216, -111.9385521)",41.0352216,-111.9385521
2020-05-31 16:37:00,Portland,OR,USA,"Portland,OR,USA","(45.515232, -122.6783853)",45.515232,-122.6783853
2020-05-31 14:21:00,Garrettsville,OH,USA,"Garrettsville,OH,USA","(41.2842224, -81.0964856)",41.2842224,-81.0964856
2020-05-31 11:34:00,Coral Springs,FL,USA,"Coral Springs,FL,USA","(26.271192, -80.2706044)",26.271192,-80.2706044
2020-05-31 10:30:00,Westfir,OR,USA,"Westfir,OR,USA","(43.7573458, -122.4964399)",43.7573458,-122.4964399
2020-05-30 23:15:00,New York Staten Island,NY,USA,"New York Staten Island,NY,USA","(40.5795317, -74.1502007)",40.5795317,-74.1502007
2020-05-30 23:15:00,Amelia (suburb of Cincinnati),OH,USA,"Amelia (suburb of Cincinnati),OH,USA","(39.1151757, -84.5960044)",39.1151757,-84.5960044
2020-05-30 22:30:00,Casper,WY,USA,"Casper,WY,USA","(42.84870900000001, -106.2980824)",42.84870900000001,-106.2980824
2020-05-30 22:00:00,Norton,MA,USA,"Norton,MA,USA","(41.9667703, -71.1869963)",41.9667703,-71.1869963
2020-05-30 22:00:00,Vineland,NJ,USA,"Vineland,NJ,USA","(39.4863773, -75.02596369999999)",39.4863773,-75.02596369999999
2020-05-30 21:55:00,Macungie,PA,USA,"Macungie,PA,USA","(40.51593039999999, -75.55518579999999)",40.51593039999999,-75.55518579999999
2020-05-30 21:30:00,Edgewater,FL,USA,"Edgewater,FL,USA","(28.9888754, -80.9022758)",28.9888754,-80.9022758
2020-05-30 21:14:00,Fort Myers,FL,USA,"Fort Myers,FL,USA","(26.640628, -81.8723084)",26.640628,-81.8723084
2020-05-30 20:55:00,Longwood,FL,USA,"Longwood,FL,USA","(28.7030519, -81.3384011)",28.7030519,-81.3384011
2020-05-30 20:49:00,Stuart,FL,USA,"Stuart,FL,USA","(27.197548, -80.2528257)",27.197548,-80.2528257
2020-05-30 20:40:00,Liverpool (UK/England),,United Kingdom,"Liverpool (UK/England),United Kingdom","(53.4083714, -2.9915726)",53.4083714,-2.9915726
2020-05-30 20:40:00,New Brighton (UK/England),,United Kingdom,"New Brighton (UK/England),United Kingdom","(53.4354591, -3.050832900000001)",53.4354591,-3.050832900000001
2020-05-30 20:20:00,Glasgow (UK/Scotland),,United Kingdom,"Glasgow (UK/Scotland),United Kingdom","(55.864237, -4.251806)",55.864237,-4.251806
2020-05-30 19:46:00,Wichita,KS,USA,"Wichita,KS,USA","(37.68717609999999, -97.33005299999999)",37.68717609999999,-97.33005299999999
2020-05-30 18:00:00,Medford,OR,USA,"Medford,OR,USA","(42.3265152, -122.8755949)",42.3265152,-122.8755949
2020-05-30 17:15:00,Southington,CT,USA,"Southington,CT,USA","(41.5964869, -72.8776013)",41.5964869,-72.8776013
2020-05-30 15:28:00,Cape Canaveral,FL,USA,"Cape Canaveral,FL,USA","(28.3922182, -80.60771319999999)",28.3922182,-80.60771319999999
2020-05-30 13:30:00,Vineland,NJ,USA,"Vineland,NJ,USA","(39.4863773, -75.02596369999999)",39.4863773,-75.02596369999999
2020-05-30 09:00:00,Lansing,MI,USA,"Lansing,MI,USA","(42.732535, -84.5555347)",42.732535,-84.5555347
2020-05-30 04:00:00,Owen Sound (Canada),ON,Canada,"Owen Sound (Canada),ON,Canada","(44.5690305, -80.9405602)",44.5690305,-80.9405602
2020-05-29 23:45:00,London (UK/England),,United Kingdom,"London (UK/England),United Kingdom","(51.5072178, -0.1275862)",51.5072178,-0.1275862
2020-05-29 23:00:00,Dexter,OR,USA,"Dexter,OR,USA","(43.915959, -122.8228506)",43.915959,-122.8228506
2020-05-29 22:00:00,Oquawka,IL,USA,"Oquawka,IL,USA","(40.931982, -90.9470863)",40.931982,-90.9470863
2020-05-29 21:45:00,Santa Cruz,CA,USA,"Santa Cruz,CA,USA","(36.9741171, -122.0307963)",36.9741171,-122.0307963
2020-05-29 21:15:00,Kirtland,OH,USA,"Kirtland,OH,USA","(41.62893649999999, -81.3614985)",41.62893649999999,-81.3614985
2020-05-29 20:03:00,Laredo,TX,USA,"Laredo,TX,USA","(27.5035613, -99.5075519)",27.5035613,-99.5075519
2020-05-29 12:27:00,Houston,TX,USA,"Houston,TX,USA","(29.7604267, -95.3698028)",29.7604267,-95.3698028
2020-05-29 10:31:00,Buchanan,GA,USA,"Buchanan,GA,USA","(33.8021734, -85.1900624)",33.8021734,-85.1900624
2020-05-29 10:00:00,Stockton,CA,USA,"Stockton,CA,USA","(37.9577016, -121.2907796)",37.9577016,-121.2907796
2020-05-29 09:24:00,Irmo,SC,USA,"Irmo,SC,USA","(34.0859829, -81.1831513)",34.0859829,-81.1831513
2020-05-29 03:15:00,Lacey,WA,USA,"Lacey,WA,USA","(47.0358969, -122.8232553)",47.0358969,-122.8232553
2020-05-29 00:45:00,Eugene,OR,USA,"Eugene,OR,USA","(44.0520691, -123.0867536)",44.0520691,-123.0867536
2020-05-28 23:53:00,Independence,KS,USA,"Independence,KS,USA","(37.2242358, -95.7083131)",37.2242358,-95.7083131
2020-05-28 22:35:00,Kansas City,MO,USA,"Kansas City,MO,USA","(39.0997265, -94.5785667)",39.0997265,-94.5785667
2020-05-28 22:20:00,Huron,OH,USA,"Huron,OH,USA","(41.3950489, -82.55517329999999)",41.3950489,-82.55517329999999
2020-05-28 21:00:00,Ada,OK,USA,"Ada,OK,USA","(34.774531, -96.6783449)",34.774531,-96.6783449
2020-05-28 19:20:00,Honolulu,HI,USA,"Honolulu,HI,USA","(21.3098845, -157.8581401)",21.3098845,-157.8581401
2020-05-28 16:57:00,Star Valley,AZ,USA,"Star Valley,AZ,USA","(34.2550351, -111.2584672)",34.2550351,-111.2584672
2020-05-28 05:00:00,Sebring,FL,USA,"Sebring,FL,USA","(27.495592, -81.440907)",27.495592,-81.440907
2020-05-28 01:03:00,London,London Borough of Ealing,United Kingdom,"London,London Borough of Ealing,United Kingdom","(51.5250366, -0.3413965)",51.5250366,-0.3413965
2020-05-27 23:30:00,Betterton,MD,USA,"Betterton,MD,USA","(39.3659451, -76.0621699)",39.3659451,-76.0621699
2020-05-27 23:21:00,churubusco,IN,USA,"churubusco,IN,USA","(41.2306034, -85.3194208)",41.2306034,-85.3194208
2020-05-27 23:10:00,Kirkland,WA,USA,"Kirkland,WA,USA","(47.6768927, -122.2059833)",47.6768927,-122.2059833
2020-05-27 22:30:00,Cambridge,MN,USA,"Cambridge,MN,USA","(45.5656755, -93.2258999)",45.5656755,-93.2258999
2020-05-27 22:20:00,Idaho Falls,ID,USA,"Idaho Falls,ID,USA","(43.49266069999999, -112.0407584)",43.49266069999999,-112.0407584
2020-05-27 19:30:00,Salem,OR,USA,"Salem,OR,USA","(44.9428975, -123.0350963)",44.9428975,-123.0350963
2020-05-27 19:00:00,Sabah (Tawau) (Malaysia),,Malaysia,"Sabah (Tawau) (Malaysia),Malaysia","(4.244651, 117.8911861)",4.244651,117.8911861
2020-05-27 16:37:00,Pollock Pines,CA,USA,"Pollock Pines,CA,USA","(38.7612923, -120.5865935)",38.7612923,-120.5865935
2020-05-27 16:00:00,Waikapu,HI,USA,"Waikapu,HI,USA","(20.854937, -156.5035633)",20.854937,-156.5035633
2020-05-27 13:30:00,Berlin (Germany),,Germany,"Berlin (Germany),Germany","(52.52000659999999, 13.404954)",52.52000659999999,13.404954
2020-05-27 11:30:00,Walsenburg,CO,USA,"Walsenburg,CO,USA","(37.6227357, -104.780403)",37.6227357,-104.780403
2020-05-27 10:34:00,New York City (Brooklyn),NY,USA,"New York City (Brooklyn),NY,USA","(40.6781784, -73.9441579)",40.6781784,-73.9441579
2020-05-27 10:08:00,Salem,OR,USA,"Salem,OR,USA","(44.9428975, -123.0350963)",44.9428975,-123.0350963
2020-05-27 03:00:00,Denver,CO,USA,"Denver,CO,USA","(39.7392358, -104.990251)",39.7392358,-104.990251
2020-05-26 23:45:00,Marana,AZ,USA,"Marana,AZ,USA","(32.436381, -111.2224422)",32.436381,-111.2224422
2020-05-26 22:32:00,Indianapolis,IN,USA,"Indianapolis,IN,USA","(39.768403, -86.158068)",39.768403,-86.158068
2020-05-26 22:30:00,Mars,PA,USA,"Mars,PA,USA","(40.6958996, -80.0117254)",40.6958996,-80.0117254
2020-05-26 22:07:00,San Jacinto,CA,USA,"San Jacinto,CA,USA","(33.7839084, -116.958635)",33.7839084,-116.958635
2020-05-26 21:45:00,Revere,MA,USA,"Revere,MA,USA","(42.4084302, -71.0119948)",42.4084302,-71.0119948
2020-05-26 21:29:00,Albquerque,NM,USA,"Albquerque,NM,USA","(35.0843859, -106.650422)",35.0843859,-106.650422
2020-05-26 14:00:00,Portville,NY,USA,"Portville,NY,USA","(42.03867640000001, -78.3408496)",42.03867640000001,-78.3408496
2020-05-26 13:00:00,Daly City,CA,USA,"Daly City,CA,USA","(37.6879241, -122.4702079)",37.6879241,-122.4702079
2020-05-26 12:20:00,New Haven,CT,USA,"New Haven,CT,USA","(41.308274, -72.9278835)",41.308274,-72.9278835
2020-05-26 07:06:00,Star Valley,AZ,USA,"Star Valley,AZ,USA","(34.2550351, -111.2584672)",34.2550351,-111.2584672
2020-05-26 01:00:00,Dallas,TX,USA,"Dallas,TX,USA","(32.7766642, -96.79698789999999)",32.7766642,-96.79698789999999
2020-05-25 23:30:00,Carriere,MS,USA,"Carriere,MS,USA","(30.6166573, -89.6521016)",30.6166573,-89.6521016
2020-05-25 22:25:00,East Haddam,CT,USA,"East Haddam,CT,USA","(41.5034351, -72.4757767)",41.5034351,-72.4757767
2020-05-25 21:54:00,Windsor,CO,USA,"Windsor,CO,USA","(40.4774818, -104.9013617)",40.4774818,-104.9013617
2020-05-25 21:30:00,Windsor,CT,USA,"Windsor,CT,USA","(41.8525984, -72.64370219999999)",41.8525984,-72.64370219999999
2020-05-25 21:05:00,Woodbury,MN,USA,"Woodbury,MN,USA","(44.9238552, -92.9593797)",44.9238552,-92.9593797
2020-05-25 21:00:00,Trussville,AL,USA,"Trussville,AL,USA","(33.6198251, -86.60887559999999)",33.6198251,-86.60887559999999
2020-05-25 20:03:00,Indore (India),,India,"Indore (India),India","(22.7195687, 75.8577258)",22.7195687,75.8577258
2020-05-25 12:15:00,Peoria,AZ,USA,"Peoria,AZ,USA","(33.5805955, -112.2373779)",33.5805955,-112.2373779
2020-05-25 10:41:00,Irmo,SC,USA,"Irmo,SC,USA","(34.0859829, -81.1831513)",34.0859829,-81.1831513
2020-05-25 04:57:00,Ji-Parana (Rondonia)(Brazil),,Brazil,"Ji-Parana (Rondonia)(Brazil),Brazil","(-10.8724473, -61.95928869999999)",-10.8724473,-61.95928869999999
2020-05-25 00:30:00,Manito,IL,USA,"Manito,IL,USA","(40.4258736, -89.7792762)",40.4258736,-89.7792762
2020-05-25 00:23:00,Kingston (Canada),ON,Canada,"Kingston (Canada),ON,Canada","(44.2311717, -76.4859544)",44.2311717,-76.4859544
2020-05-24 23:15:00,Waco,TX,USA,"Waco,TX,USA","(31.549333, -97.1466695)",31.549333,-97.1466695
2020-05-24 23:05:00,Elyria,OH,USA,"Elyria,OH,USA","(41.3683798, -82.10764859999999)",41.3683798,-82.10764859999999
2020-05-24 21:52:00,Winfield,IL,USA,"Winfield,IL,USA","(41.8616956, -88.1609031)",41.8616956,-88.1609031
2020-05-24 21:05:00,Coram,NY,USA,"Coram,NY,USA","(40.8687096, -73.0014946)",40.8687096,-73.0014946
2020-05-24 21:00:00,Wilmington,DE,USA,"Wilmington,DE,USA","(39.744655, -75.5483909)",39.744655,-75.5483909
2020-05-24 21:00:00,Middlebury,CT,USA,"Middlebury,CT,USA","(41.5278742, -73.12761069999999)",41.5278742,-73.12761069999999
2020-05-24 14:30:00,Martins Ferry,OH,USA,"Martins Ferry,OH,USA","(40.0959055, -80.724526)",40.0959055,-80.724526
2020-05-24 11:00:00,Wednesbury Westmidlands uk,,United Kingdom,"Wednesbury Westmidlands uk,United Kingdom","(52.552888, -2.02208)",52.552888,-2.02208
2020-05-24 07:30:00,Salem,IN,USA,"Salem,IN,USA","(42.51954, -70.8967155)",42.51954,-70.8967155
2020-05-24 07:15:00,Bridgeville,PA,USA,"Bridgeville,PA,USA","(40.3561805, -80.1100556)",40.3561805,-80.1100556
2020-05-24 05:58:00,Uvalde,TX,USA,"Uvalde,TX,USA","(29.20968359999999, -99.7861679)",29.20968359999999,-99.7861679
2020-05-24 03:30:00,Clarksville,TN,USA,"Clarksville,TN,USA","(36.5297706, -87.3594528)",36.5297706,-87.3594528
2020-05-24 03:15:00,Troy,TN,USA,"Troy,TN,USA","(36.3386769, -89.1639567)",36.3386769,-89.1639567
2020-05-24 02:44:00,Garrettsville,OH,USA,"Garrettsville,OH,USA","(41.2842224, -81.0964856)",41.2842224,-81.0964856
2020-05-24 02:42:00,Sweetwater,TX,USA,"Sweetwater,TX,USA","(32.4709519, -100.4059384)",32.4709519,-100.4059384
2020-05-24 02:30:00,Boulder,CO,USA,"Boulder,CO,USA","(40.0149856, -105.2705456)",40.0149856,-105.2705456
2020-05-24 01:36:00,Port Angeles,WA,USA,"Port Angeles,WA,USA","(48.118146, -123.4307413)",48.118146,-123.4307413
2020-05-24 01:24:00,Payson,IL,USA,"Payson,IL,USA","(39.81699070000001, -91.2423656)",39.81699070000001,-91.2423656
2020-05-24 00:45:00,Palm Bay,FL,USA,"Palm Bay,FL,USA","(28.0344621, -80.5886646)",28.0344621,-80.5886646
2020-05-24 00:00:00,Judsonia,AR,USA,"Judsonia,AR,USA","(35.2830301, -91.6364649)",35.2830301,-91.6364649
2020-05-23 23:10:00,Bridgewater Corners,VT,USA,"Bridgewater Corners,VT,USA","(43.6199134, -72.6653771)",43.6199134,-72.6653771
2020-05-23 23:00:00,Bethlehem,PA,USA,"Bethlehem,PA,USA","(40.6259316, -75.37045789999999)",40.6259316,-75.37045789999999
2020-05-23 22:30:00,Sutton West (Canada),ON,Canada,"Sutton West (Canada),ON,Canada","(44.311901, -79.34991099999999)",44.311901,-79.34991099999999
2020-05-23 22:28:00,Santa Barbara,CA,USA,"Santa Barbara,CA,USA","(34.4208305, -119.6981901)",34.4208305,-119.6981901
2020-05-23 21:12:00,Calcutta,OH,USA,"Calcutta,OH,USA","(40.673397, -80.5764592)",40.673397,-80.5764592
2020-05-23 20:15:00,Hartford,CT,USA,"Hartford,CT,USA","(41.7658043, -72.6733723)",41.7658043,-72.6733723
2020-05-23 18:54:00,Manchester,CT,USA,"Manchester,CT,USA","(41.7759301, -72.52150089999999)",41.7759301,-72.52150089999999
2020-05-23 17:15:00,Westmoreland,TN,USA,"Westmoreland,TN,USA","(36.5619881, -86.24804429999999)",36.5619881,-86.24804429999999
2020-05-23 17:01:00,St. Louis,MO,USA,"St. Louis,MO,USA","(38.6270025, -90.19940419999999)",38.6270025,-90.19940419999999
2020-05-23 15:22:00,Fishers,IN,USA,"Fishers,IN,USA","(39.9568857, -86.0171742)",39.9568857,-86.0171742
2020-05-23 14:55:00,Port Angeles,WA,USA,"Port Angeles,WA,USA","(48.118146, -123.4307413)",48.118146,-123.4307413
2020-05-23 14:20:00,Friendswood,TX,USA,"Friendswood,TX,USA","(29.5293998, -95.2010447)",29.5293998,-95.2010447
2020-05-23 10:25:00,Portland,OR,USA,"Portland,OR,USA","(45.515232, -122.6783853)",45.515232,-122.6783853
2020-05-23 10:15:00,St. Michael,MN,USA,"St. Michael,MN,USA","(45.209964, -93.6649642)",45.209964,-93.6649642
2020-05-23 07:30:00,Mackinaw,MI,USA,"Mackinaw,MI,USA","(45.7333382, -84.69082519999999)",45.7333382,-84.69082519999999
2020-05-23 06:15:00,Scottsdale,AZ,USA,"Scottsdale,AZ,USA","(33.4941704, -111.9260519)",33.4941704,-111.9260519
2020-05-23 06:13:00,Helena,MT,USA,"Helena,MT,USA","(46.5891452, -112.0391057)",46.5891452,-112.0391057
2020-05-23 05:01:00,Santa Claus,IN,USA,"Santa Claus,IN,USA","(38.1200538, -86.9141607)",38.1200538,-86.9141607
2020-05-23 03:56:00,Show Low,AZ,USA,"Show Low,AZ,USA","(34.2542084, -110.0298327)",34.2542084,-110.0298327
2020-05-23 01:42:00,Star Valley,AZ,USA,"Star Valley,AZ,USA","(34.2550351, -111.2584672)",34.2550351,-111.2584672
2020-05-23 00:00:00,Henrico,NC,USA,"Henrico,NC,USA","(36.5343153, -77.8308201)",36.5343153,-77.8308201
2020-05-23 00:00:00,Yellville,AR,USA,"Yellville,AR,USA","(36.22604159999999, -92.6847511)",36.22604159999999,-92.6847511
2020-05-23 00:00:00,Conestoga,PA,USA,"Conestoga,PA,USA","(39.9454909, -76.3379045)",39.9454909,-76.3379045
2020-05-22 23:30:00,Trumbull,CT,USA,"Trumbull,CT,USA","(41.2428563, -73.2006639)",41.2428563,-73.2006639
2020-05-22 22:30:00,Center Conway,NH,USA,"Center Conway,NH,USA","(43.9949673, -71.0623785)",43.9949673,-71.0623785
2020-05-22 21:25:00,Nashville,TN,USA,"Nashville,TN,USA","(36.1626638, -86.7816016)",36.1626638,-86.7816016
2020-05-22 13:00:00,Orange Park,FL,USA,"Orange Park,FL,USA","(30.1660736, -81.706484)",30.1660736,-81.706484
2020-05-22 12:31:00,Newington,CT,USA,"Newington,CT,USA","(41.6972996, -72.7228293)",41.6972996,-72.7228293
2020-05-22 09:10:00,Ottawa,IL,USA,"Ottawa,IL,USA","(41.3455892, -88.8425769)",41.3455892,-88.8425769
2020-05-22 09:00:00,Colorado Springs,CO,USA,"Colorado Springs,CO,USA","(38.8338816, -104.8213634)",38.8338816,-104.8213634
2020-05-22 07:17:00,Marietta,GA,USA,"Marietta,GA,USA","(33.95260200000001, -84.5499327)",33.95260200000001,-84.5499327
2020-05-22 03:11:00,Spokane Valley,WA,USA,"Spokane Valley,WA,USA","(47.6732281, -117.2393748)",47.6732281,-117.2393748
2020-05-22 00:15:00,Utica,NY,USA,"Utica,NY,USA","(43.100903, -75.232664)",43.100903,-75.232664
2020-05-22 00:00:00,Haleiwa,HI,USA,"Haleiwa,HI,USA","(21.5927614, -158.1034112)",21.5927614,-158.1034112
2020-05-21 23:43:00,Rathdrum,ID,USA,"Rathdrum,ID,USA","(47.8124031, -116.8965857)",47.8124031,-116.8965857
2020-05-21 23:15:00,Rathdrum,ID,USA,"Rathdrum,ID,USA","(47.8124031, -116.8965857)",47.8124031,-116.8965857
2020-05-21 22:00:00,Silver spring,MD,USA,"Silver spring,MD,USA","(38.99066570000001, -77.026088)",38.99066570000001,-77.026088
2020-05-21 22:00:00,Bethlehem,PA,USA,"Bethlehem,PA,USA","(40.6259316, -75.37045789999999)",40.6259316,-75.37045789999999
2020-05-21 21:50:00,Louisville,KY,USA,"Louisville,KY,USA","(38.2526647, -85.7584557)",38.2526647,-85.7584557
2020-05-21 21:16:00,San Jose,CA,USA,"San Jose,CA,USA","(37.33874, -121.8852525)",37.33874,-121.8852525
2020-05-21 19:35:00,Louisville,KY,USA,"Louisville,KY,USA","(38.2526647, -85.7584557)",38.2526647,-85.7584557
2020-05-21 19:30:00,Marina Del Rey,CA,USA,"Marina Del Rey,CA,USA","(33.9802893, -118.4517449)",33.9802893,-118.4517449
2020-05-21 12:00:00,Brick,NJ,USA,"Brick,NJ,USA","(40.0578384, -74.1371832)",40.0578384,-74.1371832
2020-05-21 05:09:00,Godley,TX,USA,"Godley,TX,USA","(32.449029, -97.5266886)",32.449029,-97.5266886
2020-05-21 04:00:00,Windsor,CA,USA,"Windsor,CA,USA","(38.5471327, -122.8163802)",38.5471327,-122.8163802
2020-05-21 02:30:00,Louisville,KY,USA,"Louisville,KY,USA","(38.2526647, -85.7584557)",38.2526647,-85.7584557
2020-05-21 01:36:00,Lacey,WA,USA,"Lacey,WA,USA","(47.0358969, -122.8232553)",47.0358969,-122.8232553
2020-05-21 01:00:00,Carencro,LA,USA,"Carencro,LA,USA","(30.317144, -92.04900959999999)",30.317144,-92.04900959999999
2020-05-21 00:03:00,Franklin,KY,USA,"Franklin,KY,USA","(36.7187855, -86.5785573)",36.7187855,-86.5785573
2020-05-21 00:00:00,Franksville,WI,USA,"Franksville,WI,USA","(42.7600616, -87.91300070000001)",42.7600616,-87.91300070000001
2020-05-20 23:30:00,Fontana,WI,USA,"Fontana,WI,USA","(42.551374, -88.5752084)",42.551374,-88.5752084
2020-05-20 23:15:00,Edmond,OK,USA,"Edmond,OK,USA","(35.6528323, -97.47809540000002)",35.6528323,-97.47809540000002
2020-05-20 22:30:00,Henderson,NV,USA,"Henderson,NV,USA","(36.0395247, -114.9817213)",36.0395247,-114.9817213
2020-05-20 22:00:00,Eddyville,KY,USA,"Eddyville,KY,USA","(37.09449710000001, -88.080301)",37.09449710000001,-88.080301
2020-05-20 20:25:00,Wenden,AZ,USA,"Wenden,AZ,USA","(33.8225302, -113.5415936)",33.8225302,-113.5415936
2020-05-20 19:00:00,Pompano Beach,FL,USA,"Pompano Beach,FL,USA","(26.2378597, -80.1247667)",26.2378597,-80.1247667
2020-05-20 19:00:00,West Sacramento,CA,USA,"West Sacramento,CA,USA","(38.5804609, -121.530234)",38.5804609,-121.530234
2020-05-20 18:00:00,Hartland,WI,USA,"Hartland,WI,USA","(43.105008, -88.3420398)",43.105008,-88.3420398
2020-05-20 15:00:00,Cornwall (Canada),ON,Canada,"Cornwall (Canada),ON,Canada","(45.0212762, -74.730345)",45.0212762,-74.730345
2020-05-20 12:20:00,Fredericksburg,TX,USA,"Fredericksburg,TX,USA","(30.2752011, -98.8719843)",30.2752011,-98.8719843
2020-05-20 11:46:00,Helena,MT,USA,"Helena,MT,USA","(46.5891452, -112.0391057)",46.5891452,-112.0391057
2020-05-20 11:15:00,San Diego,CA,USA,"San Diego,CA,USA","(32.715738, -117.1610838)",32.715738,-117.1610838
2020-05-20 05:52:00,St. Peter,MN,USA,"St. Peter,MN,USA","(44.3258932, -93.955691)",44.3258932,-93.955691
2020-05-20 05:23:00,Austin,TX,USA,"Austin,TX,USA","(30.267153, -97.7430608)",30.267153,-97.7430608
2020-05-20 03:00:00,Solon,ME,USA,"Solon,ME,USA","(44.949502, -69.85839100000001)",44.949502,-69.85839100000001
2020-05-20 00:34:00,Greenwood,IN,USA,"Greenwood,IN,USA","(39.6136578, -86.10665259999999)",39.6136578,-86.10665259999999
2020-05-19 23:30:00,Boise,ID,USA,"Boise,ID,USA","(43.6150186, -116.2023137)",43.6150186,-116.2023137
2020-05-19 23:24:00,Meridian,ID,USA,"Meridian,ID,USA","(43.6121087, -116.3915131)",43.6121087,-116.3915131
2020-05-19 23:20:00,Boise,ID,USA,"Boise,ID,USA","(43.6150186, -116.2023137)",43.6150186,-116.2023137
2020-05-19 23:20:00,Boise,ID,USA,"Boise,ID,USA","(43.6150186, -116.2023137)",43.6150186,-116.2023137
2020-05-19 23:08:00,Nampa,ID,USA,"Nampa,ID,USA","(43.5788175, -116.55978)",43.5788175,-116.55978
2020-05-19 23:00:00,Boise,ID,USA,"Boise,ID,USA","(43.6150186, -116.2023137)",43.6150186,-116.2023137
2020-05-19 23:00:00,Meridian,ID,USA,"Meridian,ID,USA","(43.6121087, -116.3915131)",43.6121087,-116.3915131
2020-05-19 23:00:00,Perry,OK,USA,"Perry,OK,USA","(36.2894855, -97.28809830000002)",36.2894855,-97.28809830000002
2020-05-19 22:46:00,Burien,WA,USA,"Burien,WA,USA","(47.4668384, -122.3405305)",47.4668384,-122.3405305
2020-05-19 22:30:00,Kyrenia (Northern Cyprus),,Northern Cyprus,"Kyrenia (Northern Cyprus),Northern Cyprus","(35.299194, 33.2363246)",35.299194,33.2363246
2020-05-19 22:00:00,Kingston,NY,USA,"Kingston,NY,USA","(41.9270367, -73.9973608)",41.9270367,-73.9973608
2020-05-19 21:45:00,Pleasanton,CA,USA,"Pleasanton,CA,USA","(37.6604484, -121.8757968)",37.6604484,-121.8757968
2020-05-19 21:28:00,Atlanta,GA,USA,"Atlanta,GA,USA","(33.748752, -84.38768449999999)",33.748752,-84.38768449999999
2020-05-19 16:00:00,San Jose,CA,USA,"San Jose,CA,USA","(37.33874, -121.8852525)",37.33874,-121.8852525
2020-05-19 13:45:00,Philadelphia,PA,USA,"Philadelphia,PA,USA","(39.9525839, -75.1652215)",39.9525839,-75.1652215
2020-05-19 11:54:00,Santa Barbara,CA,USA,"Santa Barbara,CA,USA","(34.4208305, -119.6981901)",34.4208305,-119.6981901
2020-05-19 11:40:00,San Diego,CA,USA,"San Diego,CA,USA","(32.715738, -117.1610838)",32.715738,-117.1610838
2020-05-19 11:32:00,Friendswood,TX,USA,"Friendswood,TX,USA","(29.5293998, -95.2010447)",29.5293998,-95.2010447
2020-05-19 11:30:00,Friendswood,TX,USA,"Friendswood,TX,USA","(29.5293998, -95.2010447)",29.5293998,-95.2010447
2020-05-19 07:18:00,Salt Lake City,UT,USA,"Salt Lake City,UT,USA","(40.7607793, -111.8910474)",40.7607793,-111.8910474
2020-05-19 06:05:00,Baldwin Park,CA,USA,"Baldwin Park,CA,USA","(34.0852868, -117.9608978)",34.0852868,-117.9608978
2020-05-19 03:00:00,Loveland,CO,USA,"Loveland,CO,USA","(40.3977612, -105.0749801)",40.3977612,-105.0749801
2020-05-19 00:00:00,Port Hadlock,WA,USA,"Port Hadlock,WA,USA","(48.0351216, -122.7760267)",48.0351216,-122.7760267
2020-05-18 21:45:00,Portland,OR,USA,"Portland,OR,USA","(45.515232, -122.6783853)",45.515232,-122.6783853
2020-05-18 21:40:00,Darien,GA,USA,"Darien,GA,USA","(31.3702255, -81.43399029999999)",31.3702255,-81.43399029999999
2020-05-18 21:30:00,Everson,WA,USA,"Everson,WA,USA","(48.9201171, -122.3426588)",48.9201171,-122.3426588
2020-05-18 20:10:00,Windsor,CO,USA,"Windsor,CO,USA","(40.4774818, -104.9013617)",40.4774818,-104.9013617
2020-05-18 13:54:00,Chislehurst (UK/England),,United Kingdom,"Chislehurst (UK/England),United Kingdom","(51.412626, 0.077487)",51.412626,0.077487
2020-05-18 13:03:00,Centennial,CO,USA,"Centennial,CO,USA","(39.5807452, -104.8771726)",39.5807452,-104.8771726
2020-05-18 13:00:00,St. Louis,MO,USA,"St. Louis,MO,USA","(38.6270025, -90.19940419999999)",38.6270025,-90.19940419999999
2020-05-18 05:47:00,Newburgh,IN,USA,"Newburgh,IN,USA","(37.9444882, -87.4052865)",37.9444882,-87.4052865
2020-05-18 03:05:00,Woodbine,GA,USA,"Woodbine,GA,USA","(30.9638429, -81.7226063)",30.9638429,-81.7226063
