DateTime,City,State,Country,location
2022-05-06 04:00:00,Moultrie,GA,USA,"Moultrie,GA,USA"
2022-05-06 03:40:00,Fort Myers,FL,USA,"Fort Myers,FL,USA"
2022-05-06 03:00:00,Madiera beach33708,FL,USA,"Madiera beach33708,FL,USA"
2022-05-05 23:52:00,Eagle river,WI,USA,"Eagle river,WI,USA"
2022-05-05 23:01:00,Fresno,CA,USA,"Fresno,CA,USA"
2022-05-05 21:55:00,Norristown,PA,USA,"Norristown,PA,USA"
2022-05-05 20:15:00,LEWES,DE,USA,"LEWES,DE,USA"
2022-05-05 07:14:00,Portland,OR,USA,"Portland,OR,USA"
2022-05-05 04:50:00,Port Murray,NJ,USA,"Port Murray,NJ,USA"
2022-05-05 02:37:00,Youngstown,OH,USA,"Youngstown,OH,USA"
2022-05-04 22:00:00,Beaufort,SC,USA,"Beaufort,SC,USA"
2022-05-04 21:43:00,westlake village,CA,USA,"westlake village,CA,USA"
2022-05-04 17:30:00,Roseville,MI,USA,"Roseville,MI,USA"
2022-05-04 05:47:00,Corpus Christi,TX,USA,"Corpus Christi,TX,USA"
2022-05-04 02:12:00,Dothan,AL,USA,"Dothan,AL,USA"
2022-05-03 21:59:00,Polk City,IA,USA,"Polk City,IA,USA"
2022-05-03 21:30:00,Fairmont,MN,USA,"Fairmont,MN,USA"
2022-05-03 20:37:00,columbia,NJ,USA,"columbia,NJ,USA"
2022-05-03 15:53:00,Renton,PA,USA,"Renton,PA,USA"
2022-05-03 06:45:00,Hollywood,AZ,USA,"Hollywood,AZ,USA"
2022-05-03 05:04:00,Midwest City,OK,USA,"Midwest City,OK,USA"
2022-05-03 04:23:00,Grand Junction,CO,USA,"Grand Junction,CO,USA"
2022-05-02 19:00:00,East London,Eastern Cape,South Africa,"East London,Eastern Cape,South Africa"
2022-05-02 16:03:00,Cumming,GA,USA,"Cumming,GA,USA"
2022-05-02 14:36:00,Portage,IN,USA,"Portage,IN,USA"
2022-05-02 04:23:00,Redding,CA,USA,"Redding,CA,USA"
2022-05-02 01:30:00,north of greensboro and raleigh nc 40 -50 miles,NC,USA,"north of greensboro and raleigh nc 40 -50 miles,NC,USA"
2022-05-02 01:00:00,Thompson Station,TN,USA,"Thompson Station,TN,USA"
2022-05-02 01:00:00,Harvest,AL,USA,"Harvest,AL,USA"
2022-05-02 01:00:00,West Tisbury,MA,USA,"West Tisbury,MA,USA"
2022-05-01 22:57:00,Bradenton,FL,USA,"Bradenton,FL,USA"
2022-05-01 20:38:00,Shawnee,KS,USA,"Shawnee,KS,USA"
2022-05-01 20:05:00,WALLKILL,NY,USA,"WALLKILL,NY,USA"
2022-05-01 18:50:00,Hathorne,MA,USA,"Hathorne,MA,USA"
2022-05-01 14:51:00,Imperial,MO,USA,"Imperial,MO,USA"
2022-05-01 14:43:00,Weatogue,CT,USA,"Weatogue,CT,USA"
2022-05-01 13:00:00,Pittstown,NY,USA,"Pittstown,NY,USA"
2022-05-01 12:00:00,All,NH,USA,"All,NH,USA"
2022-05-01 12:00:00,Victoria,TX,USA,"Victoria,TX,USA"
2022-05-01 11:08:00,Hampden,MA,USA,"Hampden,MA,USA"
2022-05-01 06:47:00,Garrettsville,OH,USA,"Garrettsville,OH,USA"
2022-05-01 06:00:00,Monroe,GA,USA,"Monroe,GA,USA"
2022-05-01 04:41:00,Cochrane,ON,Canada,"Cochrane,ON,Canada"
2022-05-01 04:25:00,Roseville,CA,USA,"Roseville,CA,USA"
2022-05-01 04:00:00,San Miguel,CA,USA,"San Miguel,CA,USA"
2022-05-01 02:37:00,Los Angeles,CA,USA,"Los Angeles,CA,USA"
2022-05-01 01:30:00,Unknown,PA,USA,"Unknown,PA,USA"
2020-07-31 23:15:00,Temecula,CA,USA,"Temecula,CA,USA"
2020-07-31 23:00:00,Spanish Fort,AL,USA,"Spanish Fort,AL,USA"
2020-07-31 22:53:00,Honolulu,HI,USA,"Honolulu,HI,USA"
2020-07-31 22:30:00,Toronto,ON,Canada,"Toronto,ON,Canada"
2020-07-31 22:30:00,Farmington,UT,USA,"Farmington,UT,USA"
2020-07-31 22:00:00,Brooksville,FL,USA,"Brooksville,FL,USA"
2020-07-31 22:00:00,La Selva Beach,CA,USA,"La Selva Beach,CA,USA"
2020-07-31 21:45:00,East Haddam,CT,USA,"East Haddam,CT,USA"
2020-07-31 21:30:00,Oyster Bay,NY,USA,"Oyster Bay,NY,USA"
2020-07-31 21:26:00,Monroe Twp,NJ,USA,"Monroe Twp,NJ,USA"
2020-07-31 21:25:00,Duxbury,MA,USA,"Duxbury,MA,USA"
2020-07-31 20:46:00,Redmond,OR,USA,"Redmond,OR,USA"
2020-07-31 20:00:00,New York,NY,USA,"New York,NY,USA"
2020-07-31 19:41:00,Marion,NC,USA,"Marion,NC,USA"
2020-07-31 19:21:00,Marion,NC,USA,"Marion,NC,USA"
2020-07-31 19:00:00,Long Beach,CA,USA,"Long Beach,CA,USA"
2020-07-31 18:40:00,Brooklyn,NY,USA,"Brooklyn,NY,USA"
2020-07-31 16:00:00,Vancouver,WA,USA,"Vancouver,WA,USA"
2020-07-31 15:38:00,Norwalk,CA,USA,"Norwalk,CA,USA"
2020-07-31 12:00:00,Palm Desert,CA,USA,"Palm Desert,CA,USA"
2020-07-31 08:07:00,St. Louis,MO,USA,"St. Louis,MO,USA"
2020-07-31 07:33:00,Jakarta (Indonesia),,Indonesia,"Jakarta (Indonesia),Indonesia"
2020-07-31 03:00:00,Alexandria,VA,USA,"Alexandria,VA,USA"
2020-07-31 01:00:00,Montego Bay,SK,Jamaica,"Montego Bay,SK,Jamaica"
2020-07-31 01:00:00,Willseyville,NY,USA,"Willseyville,NY,USA"
2020-07-30 23:45:00,Holden Beach,NC,USA,"Holden Beach,NC,USA"
2020-07-30 23:00:00,Waterford,NY,USA,"Waterford,NY,USA"
2020-07-30 22:15:00,Ottawa (Canada),ON,Canada,"Ottawa (Canada),ON,Canada"
2020-07-30 22:15:00,Kearney (Canada),ON,Canada,"Kearney (Canada),ON,Canada"
2020-07-30 21:30:00,Columbus,OH,USA,"Columbus,OH,USA"
2020-07-30 20:00:00,Prescott Valley,AZ,USA,"Prescott Valley,AZ,USA"
2020-07-30 19:45:00,Prescott Valley,AZ,USA,"Prescott Valley,AZ,USA"
2020-07-30 19:10:00,Kenmore,WA,USA,"Kenmore,WA,USA"
2020-07-30 16:30:00,Filer,ID,USA,"Filer,ID,USA"
2020-07-30 15:00:00,Rochester,NY,USA,"Rochester,NY,USA"
2020-07-30 12:27:00,Granby,CO,USA,"Granby,CO,USA"
2020-07-30 07:30:00,Albuquerque,NM,USA,"Albuquerque,NM,USA"
2020-07-30 05:12:00,Elgin,OK,USA,"Elgin,OK,USA"
2020-07-30 02:30:00,braintree,MA,USA,"braintree,MA,USA"
2020-07-30 02:00:00,Waupaca,WI,USA,"Waupaca,WI,USA"
2020-07-30 01:00:00,Farmingdale,NJ,USA,"Farmingdale,NJ,USA"
2020-07-30 00:00:00,Mount Vernon,KY,USA,"Mount Vernon,KY,USA"
2020-07-29 23:00:00,Downingtown,PA,USA,"Downingtown,PA,USA"
2020-07-29 23:00:00,Portland,OR,USA,"Portland,OR,USA"
2020-07-29 22:30:00,Austin,TX,USA,"Austin,TX,USA"
2020-07-29 22:11:00,Maple Shade,NJ,USA,"Maple Shade,NJ,USA"
2020-07-29 21:45:00,Fall River,MA,USA,"Fall River,MA,USA"
2020-07-29 21:30:00,Commack,NY,USA,"Commack,NY,USA"
2020-07-29 21:20:00,Chelsea,OK,USA,"Chelsea,OK,USA"
2020-07-29 21:15:00,North Platte,NE,USA,"North Platte,NE,USA"
2020-07-29 20:21:00,New York City (Manhattan),NY,USA,"New York City (Manhattan),NY,USA"
2020-07-29 20:15:00,North Platte,NE,USA,"North Platte,NE,USA"
2020-07-29 13:03:00,Boise,ID,USA,"Boise,ID,USA"
2020-07-29 05:15:00,Lexington,KY,USA,"Lexington,KY,USA"
2020-07-29 04:19:00,Venice,FL,USA,"Venice,FL,USA"
2020-07-29 04:00:00,Plainfield,IL,USA,"Plainfield,IL,USA"
2020-07-29 03:15:00,Center Conway,NH,USA,"Center Conway,NH,USA"
2020-07-29 02:55:00,Toronto (East York)(Canada),ON,Canada,"Toronto (East York)(Canada),ON,Canada"
2020-07-29 02:45:00,Charlestown/ Harpers Ferry,WV,USA,"Charlestown/ Harpers Ferry,WV,USA"
2020-07-29 01:00:00,Memphis,IN,Usa,"Memphis,IN,Usa"
2020-07-29 00:30:00,Seaside,OR,USA,"Seaside,OR,USA"
2020-07-29 00:02:00,Monroe,MI,USA,"Monroe,MI,USA"
2020-07-29 00:00:00,Bridgeport,CT,USA,"Bridgeport,CT,USA"
2020-07-28 23:55:00,Lethbridge (Canada),AB,Canada,"Lethbridge (Canada),AB,Canada"
2020-07-28 23:00:00,Springvale,ME,USA,"Springvale,ME,USA"
2020-07-28 22:36:00,Johnstown,OH,USA,"Johnstown,OH,USA"
2020-07-28 22:20:00,Pennellville,NY,USA,"Pennellville,NY,USA"
2020-07-28 22:15:00,Fort Wayne,IN,USA,"Fort Wayne,IN,USA"
2020-07-28 22:15:00,Fort wayne,IN,USA,"Fort wayne,IN,USA"
2020-07-28 22:00:00,Nashua,NH,USA,"Nashua,NH,USA"
2020-07-28 21:58:00,Beach Park,IL,USA,"Beach Park,IL,USA"
2020-07-28 21:40:00,Maricopa,AZ,USA,"Maricopa,AZ,USA"
2020-07-28 21:10:00,Albuquerque,NM,USA,"Albuquerque,NM,USA"
2020-07-28 21:03:00,Downers Grove/Chicago,IL,USA,"Downers Grove/Chicago,IL,USA"
2020-07-28 21:00:00,Thompson springs,UT,USA,"Thompson springs,UT,USA"
2020-07-28 21:00:00,Pueblo,CO,USA,"Pueblo,CO,USA"
2020-07-28 21:00:00,North Attleboro,MA,USA,"North Attleboro,MA,USA"
2020-07-28 21:00:00,Pauls Valley,OK,USA,"Pauls Valley,OK,USA"
2020-07-28 21:00:00,Monterey,CA,USA,"Monterey,CA,USA"
2020-07-28 20:55:00,Albuquerque,NM,USA,"Albuquerque,NM,USA"
2020-07-28 19:50:00,Lynn,MA,USA,"Lynn,MA,USA"
2020-07-28 18:53:00,Royal Palm Beach,FL,USA,"Royal Palm Beach,FL,USA"
2020-07-28 18:10:00,Portland,OR,USA,"Portland,OR,USA"
2020-07-28 17:20:00,Albuquerque,NM,USA,"Albuquerque,NM,USA"
2020-07-28 16:30:00,Lohman,MO,USA,"Lohman,MO,USA"
2020-07-28 16:00:00,Schnecksville,PA,USA,"Schnecksville,PA,USA"
2020-07-28 06:15:00,Prescott Valley,AZ,USA,"Prescott Valley,AZ,USA"
2020-07-28 05:27:00,Holland,PA,USA,"Holland,PA,USA"
2020-07-28 04:30:00,Portland,OR,USA,"Portland,OR,USA"
2020-07-28 04:30:00,Portland,OR,USA,"Portland,OR,USA"
2020-07-28 03:30:00,Malibu,CA,USA,"Malibu,CA,USA"
2020-07-28 00:00:00,Taubaté (Brazil),,Brazil,"Taubaté (Brazil),Brazil"
2020-07-27 23:45:00,Harrison,TN,USA,"Harrison,TN,USA"
2020-07-27 23:01:00,Downingtown,PA,USA,"Downingtown,PA,USA"
2020-07-27 22:45:00,La Crosse,WI,USA,"La Crosse,WI,USA"
2020-07-27 20:22:00,Altamont,NY,USA,"Altamont,NY,USA"
2020-07-27 17:53:00,Honolulu,HI,USA,"Honolulu,HI,USA"
2020-07-27 17:44:00,Valley City,ND,USA,"Valley City,ND,USA"
2020-07-27 12:35:00,Gibsonton,FL,USA,"Gibsonton,FL,USA"
2020-07-27 11:30:00,Brookings,SD,USA,"Brookings,SD,USA"
2020-07-27 09:30:00,Green county,KY,USA,"Green county,KY,USA"
2020-07-27 04:49:00,Mableton,GA,USA,"Mableton,GA,USA"
2020-07-27 04:16:00,Newington,CT,USA,"Newington,CT,USA"
2020-07-27 04:15:00,Portage,PA,USA,"Portage,PA,USA"
2020-07-27 03:15:00,Vancouver Island (Canada),BC,Canada,"Vancouver Island (Canada),BC,Canada"
2020-07-27 03:10:00,Glassboro,NJ,USA,"Glassboro,NJ,USA"
2020-07-27 03:10:00,Glassboro,NJ,USA,"Glassboro,NJ,USA"
2020-07-27 01:08:00,Lone Pine,CA,USA,"Lone Pine,CA,USA"
2020-07-26 23:30:00,Coeur d'Alene,ID,USA,"Coeur d'Alene,ID,USA"
2020-07-26 23:20:00,Downingtown,PA,USA,"Downingtown,PA,USA"
2020-07-26 23:00:00,Arlington,VT,USA,"Arlington,VT,USA"
2020-07-26 21:40:00,Austin,TX,USA,"Austin,TX,USA"
2020-07-26 21:30:00,North Myrtle Beach,SC,USA,"North Myrtle Beach,SC,USA"
2020-07-26 21:15:00,Merrick,NY,USA,"Merrick,NY,USA"
2020-07-26 20:39:00,Port Washington,NY,USA,"Port Washington,NY,USA"
2020-07-26 20:05:00,Lancaster,CA,USA,"Lancaster,CA,USA"
2020-07-26 19:45:00,Birmingham,AL,USA,"Birmingham,AL,USA"
2020-07-26 19:30:00,North Myrtle Beach,SC,USA,"North Myrtle Beach,SC,USA"
2020-07-26 17:56:00,Spencerville,IN,USA,"Spencerville,IN,USA"
2020-07-26 16:15:00,Palm Desert,CA,USA,"Palm Desert,CA,USA"
2020-07-26 12:53:00,Lowell,MA,USA,"Lowell,MA,USA"
2020-07-26 10:00:00,Millcreek,WA,USA,"Millcreek,WA,USA"
2020-07-26 09:30:00,Creedmoor,NC,USA,"Creedmoor,NC,USA"
2020-07-26 02:15:00,Quincy,MA,USA,"Quincy,MA,USA"
2020-07-26 01:45:00,South Beach,OR,USA,"South Beach,OR,USA"
2020-07-26 01:42:00,Clarksville,TN,USA,"Clarksville,TN,USA"
2020-07-26 00:00:00,,VA,USA,"VA,USA"
2020-07-25 23:15:00,Lafayette,IN,USA,"Lafayette,IN,USA"
2020-07-25 23:00:00,Shellsburg,IA,USA,"Shellsburg,IA,USA"
2020-07-25 22:44:00,Kitchener,ON,Canada,"Kitchener,ON,Canada"
2020-07-25 22:15:00,Balck Diamond,WA,USA,"Balck Diamond,WA,USA"
2020-07-25 22:15:00,Black Diamond,WA,USA,"Black Diamond,WA,USA"
2020-07-25 22:15:00,Kent,WA,USA,"Kent,WA,USA"
2020-07-25 22:00:00,Ithaca,NY,USA,"Ithaca,NY,USA"
2020-07-25 22:00:00,Portland,OR,USA,"Portland,OR,USA"
2020-07-25 21:49:00,Maywood,NJ,USA,"Maywood,NJ,USA"
2020-07-25 21:45:00,Moore,OK,USA,"Moore,OK,USA"
2020-07-25 21:45:00,West Palm Beach,FL,USA,"West Palm Beach,FL,USA"
2020-07-25 21:20:00,Decin (Czech Republic),,Czech republic,"Decin (Czech Republic),Czech republic"
2020-07-25 21:00:00,Cumberland,MD,USA,"Cumberland,MD,USA"
2020-07-25 21:00:00,Millston,WI,USA,"Millston,WI,USA"
2020-07-25 21:00:00,Surfside Beach,SC,USA,"Surfside Beach,SC,USA"
2020-07-25 20:30:00,Rexburg,ID,USA,"Rexburg,ID,USA"
2020-07-25 20:30:00,Dallas,TX,USA,"Dallas,TX,USA"
2020-07-25 19:30:00,Miami Florida,FL,USA,"Miami Florida,FL,USA"
2020-07-25 18:00:00,Gallatin Gateway,MT,USA,"Gallatin Gateway,MT,USA"
2020-07-25 15:00:00,Beverly,MA,USA,"Beverly,MA,USA"
2020-07-25 11:45:00,Dearborn,MI,USA,"Dearborn,MI,USA"
2020-07-25 05:30:00,Little Elm,TX,USA,"Little Elm,TX,USA"
2020-07-25 05:00:00,Bradenton,FL,USA,"Bradenton,FL,USA"
2020-07-25 03:30:00,Austin,TX,USA,"Austin,TX,USA"
2020-07-25 03:15:00,Beaverton,OR,USA,"Beaverton,OR,USA"
2020-07-25 03:00:00,Greenwater,WA,USA,"Greenwater,WA,USA"
2020-07-25 02:00:00,Austin (Canada),QC,Canada,"Austin (Canada),QC,Canada"
2020-07-25 01:00:00,Snohomish,WA,USA,"Snohomish,WA,USA"
2020-07-25 00:00:00,Sapulpa,OK,USA,"Sapulpa,OK,USA"
2020-07-25 00:00:00,Smokey Point,WA,USA,"Smokey Point,WA,USA"
2020-07-25 00:00:00,Ottawa (Canada),ON,Canada,"Ottawa (Canada),ON,Canada"
2020-07-24 22:30:00,Coon Rapids,MN,USA,"Coon Rapids,MN,USA"
2020-07-24 22:12:00,Glenwood,ME,USA,"Glenwood,ME,USA"
2020-07-24 21:50:00,Broadway,VA,USA,"Broadway,VA,USA"
2020-07-24 21:40:00,Harpersfield,OH,USA,"Harpersfield,OH,USA"
2020-07-24 21:40:00,Harpersfield,OH,USA,"Harpersfield,OH,USA"
2020-07-24 21:13:00,Siloam Springs,AR,USA,"Siloam Springs,AR,USA"
2020-07-24 20:45:00,North Powder,OR,USA,"North Powder,OR,USA"
2020-07-24 19:30:00,North Las Vegas,NV,USA,"North Las Vegas,NV,USA"
2020-07-24 10:30:00,Lewisville,TX,USA,"Lewisville,TX,USA"
2020-07-24 09:24:00,Hunt Valley,MD,USA,"Hunt Valley,MD,USA"
2020-07-24 07:15:00,Phoenix,AZ,USA,"Phoenix,AZ,USA"
2020-07-24 05:07:00,St. Peter,MN,USA,"St. Peter,MN,USA"
2020-07-24 04:30:00,Independence,MO,USA,"Independence,MO,USA"
2020-07-24 00:00:00,Waterbury,CT,USA,"Waterbury,CT,USA"
2020-07-23 23:30:00,Alvin,WI,USA,"Alvin,WI,USA"
2020-07-23 23:00:00,Cortlandt manor,NY,USA,"Cortlandt manor,NY,USA"
2020-07-23 23:00:00,Evergreen Park,IL,USA,"Evergreen Park,IL,USA"
2020-07-23 22:04:00,New London,CT,USA,"New London,CT,USA"
2020-07-23 22:00:00,Lotus,CA,USA,"Lotus,CA,USA"
2020-07-23 21:30:00,Kennewick,WA,USA,"Kennewick,WA,USA"
2020-07-23 19:30:00,Tonopah,AZ,USA,"Tonopah,AZ,USA"
2020-07-23 19:30:00,Tonopah,AZ,USA,"Tonopah,AZ,USA"
2020-07-23 16:39:00,Walla Walla,WA,USA,"Walla Walla,WA,USA"
2020-07-23 10:00:00,Clinton,NY,USA,"Clinton,NY,USA"
2020-07-23 00:30:00,Sydney (Australia),,Australia,"Sydney (Australia),Australia"
2020-07-22 23:47:00,Anacortes,WA,USA,"Anacortes,WA,USA"
2020-07-22 23:30:00,Port Elgin (Canada),ON,Canada,"Port Elgin (Canada),ON,Canada"
2020-07-22 21:45:00,Yuba City,CA,USA,"Yuba City,CA,USA"
2020-07-22 21:36:00,Dash Point,WA,USA,"Dash Point,WA,USA"
2020-07-22 21:00:00,Cumming,GA,USA,"Cumming,GA,USA"
2020-07-22 19:50:00,Erode (India),,India,"Erode (India),India"
2020-07-22 17:10:00,Wilmington (near),IL,USA,"Wilmington (near),IL,USA"
2020-07-22 11:00:00,Coon Rapids,MN,USA,"Coon Rapids,MN,USA"
2020-07-22 10:50:00,Fort Wayne,IN,USA,"Fort Wayne,IN,USA"
2020-07-22 08:47:00,Houston,TX,USA,"Houston,TX,USA"
2020-07-22 06:15:00,Marietta,GA,USA,"Marietta,GA,USA"
2020-07-22 05:20:00,Valley City,ND,USA,"Valley City,ND,USA"
2020-07-22 04:15:00,Suffolk,VA,USA,"Suffolk,VA,USA"
2020-07-22 04:10:00,Ferndale,WA,USA,"Ferndale,WA,USA"
2020-07-22 03:00:00,Government Camp,OR,USA,"Government Camp,OR,USA"
2020-07-22 00:46:00,Alvin,TX,USA,"Alvin,TX,USA"
2020-07-22 00:12:00,St. Louis,MO,USA,"St. Louis,MO,USA"
2020-07-22 00:10:00,Washington (UK/England),,United Kingdom,"Washington (UK/England),United Kingdom"
2020-07-22 00:10:00,Washington,,United Kingdom,"Washington,United Kingdom"
2020-07-22 00:00:00,South Fork,CO,USA,"South Fork,CO,USA"
2020-07-22 00:00:00,Clifton,NJ,USA,"Clifton,NJ,USA"
2020-07-21 23:35:00,Nashua,NH,USA,"Nashua,NH,USA"
2020-07-21 23:00:00,Long Barn,CA,USA,"Long Barn,CA,USA"
2020-07-21 23:00:00,Boise,ID,USA,"Boise,ID,USA"
2020-07-21 22:45:00,Bristol,CT,USA,"Bristol,CT,USA"
2020-07-21 22:40:00,Stanton,CA,USA,"Stanton,CA,USA"
2020-07-21 22:30:00,Rocky Ford,CO,USA,"Rocky Ford,CO,USA"
2020-07-21 22:21:00,Mill Creek,WA,USA,"Mill Creek,WA,USA"
2020-07-21 22:02:00,Littleton,CO,USA,"Littleton,CO,USA"
2020-07-21 22:00:00,Vancleave,MS,USA,"Vancleave,MS,USA"
2020-07-21 22:00:00,Littleton,CO,USA,"Littleton,CO,USA"
2020-07-21 21:50:00,Temecula,CA,USA,"Temecula,CA,USA"
2020-07-21 21:50:00,Roseburg,OR,USA,"Roseburg,OR,USA"
2020-07-21 21:45:00,Bergenfield,NJ,USA,"Bergenfield,NJ,USA"
2020-07-21 21:40:00,Whitehall,PA,USA,"Whitehall,PA,USA"
2020-07-21 21:30:00,Winfield,IN,USA,"Winfield,IN,USA"
2020-07-21 21:00:00,New York City (Brooklyn),NY,USA,"New York City (Brooklyn),NY,USA"
2020-07-21 20:00:00,Blaine,MN,USA,"Blaine,MN,USA"
2020-07-21 19:45:00,Kingman,AZ,USA,"Kingman,AZ,USA"
2020-07-21 12:30:00,Lethbridge (Canada),AB,Canada,"Lethbridge (Canada),AB,Canada"
2020-07-21 12:18:00,Rio Medina,TX,USA,"Rio Medina,TX,USA"
2020-07-21 12:01:00,Temecula,CA,USA,"Temecula,CA,USA"
2020-07-21 11:55:00,Littlerock,CA,USA,"Littlerock,CA,USA"
2020-07-21 08:45:00,Axis,AL,USA,"Axis,AL,USA"
2020-07-21 07:24:00,Valley City,ND,USA,"Valley City,ND,USA"
2020-07-21 04:36:00,Martinsburg,WV,USA,"Martinsburg,WV,USA"
2020-07-21 03:30:00,Orlando,FL,USA,"Orlando,FL,USA"
2020-07-21 03:00:00,Staten Island,NY,USA,"Staten Island,NY,USA"
2020-07-21 01:45:00,Hayden,ID,USA,"Hayden,ID,USA"
2020-07-21 00:00:00,Thornton,CO,USA,"Thornton,CO,USA"
2020-07-21 00:00:00,Baker (Outside of; on I-84),OR,USA,"Baker (Outside of; on I-84),OR,USA"
2020-07-21 00:00:00,"Outside Baker, OR, on hwy 84",OR,USA,"Outside Baker, OR, on hwy 84,OR,USA"
2020-07-21 00:00:00,Sandy,UT,USA,"Sandy,UT,USA"
2020-07-20 22:45:00,Waterford,MI,USA,"Waterford,MI,USA"
2020-07-20 22:37:00,North Bergen,NJ,USA,"North Bergen,NJ,USA"
2020-07-20 22:30:00,Orient,WA,USA,"Orient,WA,USA"
2020-07-20 22:13:00,Seattle,WA,USA,"Seattle,WA,USA"
2020-07-20 22:00:00,Marathon,FL,USA,"Marathon,FL,USA"
2020-07-20 22:00:00,Birmingham (UK/Wales),United Kingdom,United Kingdom,"Birmingham (UK/Wales),United Kingdom,United Kingdom"
2020-07-20 22:00:00,Camp Sherman,OR,USA,"Camp Sherman,OR,USA"
2020-07-20 21:45:00,Appleton,WA,USA,"Appleton,WA,USA"
2020-07-20 20:30:00,Silt,CO,USA,"Silt,CO,USA"
2020-07-20 19:45:00,Beverly,MA,USA,"Beverly,MA,USA"
2020-07-20 18:00:00,Los Ángeles,CA,USA,"Los Ángeles,CA,USA"
2020-07-20 16:55:00,Modesto,CA,USA,"Modesto,CA,USA"
2020-07-20 13:10:00,McFarland,CA,USA,"McFarland,CA,USA"
2020-07-20 10:00:00,Woodland,WA,USA,"Woodland,WA,USA"
2020-07-20 09:00:00,Beverly,MA,USA,"Beverly,MA,USA"
2020-07-20 04:30:00,Las Vegas,NV,USA,"Las Vegas,NV,USA"
2020-07-20 03:54:00,Walla Walla,WA,USA,"Walla Walla,WA,USA"
2020-07-20 03:01:00,Kennesaw,GA,USA,"Kennesaw,GA,USA"
2020-07-20 01:04:00,Billings,MT,USA,"Billings,MT,USA"
2020-07-19 00:00:00,Port Saint Lucie,FL,USA,"Port Saint Lucie,FL,USA"
2020-07-19 23:35:00,Dayton,OH,USA,"Dayton,OH,USA"
2020-07-19 23:10:00,Portland,OR,USA,"Portland,OR,USA"
2020-07-19 23:05:00,Las Vegas,NM,USA,"Las Vegas,NM,USA"
2020-07-19 22:45:00,Vienna,VA,USA,"Vienna,VA,USA"
2020-07-19 22:00:00,Hico,WV,USA,"Hico,WV,USA"
2020-07-19 21:50:00,NoLos Angeles (northeast of),CA,USA,"NoLos Angeles (northeast of),CA,USA"
2020-07-19 21:30:00,North Myrtle Beach (Crescent Beach),SC,USA,"North Myrtle Beach (Crescent Beach),SC,USA"
2020-07-19 21:00:00,Fresno,CA,USA,"Fresno,CA,USA"
2020-07-19 20:00:00,Fairdale,WV,USA,"Fairdale,WV,USA"
2020-07-19 15:30:00,Kingston,NY,USA,"Kingston,NY,USA"
2020-07-19 13:51:00,Boise,ID,USA,"Boise,ID,USA"
2020-07-19 13:00:00,Albuquerque,NM,USA,"Albuquerque,NM,USA"
2020-07-19 06:30:00,Huddleston,VA,USA,"Huddleston,VA,USA"
2020-07-19 06:01:00,Farmington Hills,MI,USA,"Farmington Hills,MI,USA"
2020-07-19 03:54:00,Boise,ID,USA,"Boise,ID,USA"
2020-07-19 03:20:00,Stamford,CT,USA,"Stamford,CT,USA"
2020-07-19 00:05:00,Doylestown,OH,USA,"Doylestown,OH,USA"
2020-07-18 23:30:00,Danville,NH,USA,"Danville,NH,USA"
2020-07-18 23:15:00,Lakeview,OH,USA,"Lakeview,OH,USA"
2020-07-18 23:03:00,Salina,KS,USA,"Salina,KS,USA"
2020-07-18 23:00:00,Warrensburg,MO,USA,"Warrensburg,MO,USA"
2020-07-18 23:00:00,Littleton,CO,USA,"Littleton,CO,USA"
2020-07-18 23:00:00,Willowick,OH,USA,"Willowick,OH,USA"
2020-07-18 22:52:00,Chester Springs,PA,USA,"Chester Springs,PA,USA"
2020-07-18 22:48:00,Lawrence,KS,USA,"Lawrence,KS,USA"
2020-07-18 22:31:00,Sullivan,OH,USA,"Sullivan,OH,USA"
2020-07-18 22:31:00,Sullivan,OH,USA,"Sullivan,OH,USA"
2020-07-18 22:30:00,Darlington,MD,USA,"Darlington,MD,USA"
2020-07-18 22:00:00,Greenfield,NH,USA,"Greenfield,NH,USA"
2020-07-18 22:00:00,New York City,NY,USA,"New York City,NY,USA"
2020-07-18 20:35:00,Merced,CA,USA,"Merced,CA,USA"
2020-07-18 19:30:00,Armadale (Australia),,Australia,"Armadale (Australia),Australia"
2020-07-18 17:00:00,Merced,CA,USA,"Merced,CA,USA"
2020-07-18 16:00:00,Wells,ME,USA,"Wells,ME,USA"
2020-07-18 12:46:00,Ajax (Canada),ON,Canada,"Ajax (Canada),ON,Canada"
2020-07-18 11:58:00,Garrettsville,OH,USA,"Garrettsville,OH,USA"
2020-07-18 10:34:00,Northbrook,IL,USA,"Northbrook,IL,USA"
2020-07-18 10:30:00,Bel Aire,KS,USA,"Bel Aire,KS,USA"
2020-07-18 09:00:00,Mirror Lake area,UT,USA,"Mirror Lake area,UT,USA"
2020-07-18 08:30:00,Portsmouth,VA,USA,"Portsmouth,VA,USA"
2020-07-18 06:54:00,West Chazy,NY,USA,"West Chazy,NY,USA"
2020-07-18 03:30:00,Red Top Mountain,GA,USA,"Red Top Mountain,GA,USA"
2020-07-18 03:00:00,Marysville,OH,USA,"Marysville,OH,USA"
2020-07-18 00:00:00,Ogontz,ME,USA,"Ogontz,ME,USA"
2020-07-18 00:00:00,Whitehall,NY,USA,"Whitehall,NY,USA"
2020-07-18 00:00:00,Whitehall,NY,USA,"Whitehall,NY,USA"
2020-07-17 23:55:00,"Bridge Lake, Lone Butte (Canada)",BC,Canada,"Bridge Lake, Lone Butte (Canada),BC,Canada"
