DateTime,City,State,Country,location
2020-05-09 22:35:00,Vancouver,WA,USA,"Vancouver,WA,USA"
2020-05-09 21:40:00,Chennai (India),,India,"Chennai (India),India"
2020-05-09 21:40:00,Windsor,CA,USA,"Windsor,CA,USA"
2020-05-09 21:20:00,Haverhill,MA,USA,"Haverhill,MA,USA"
2020-05-09 21:00:00,Stevenson Ranch,CA,USA,"Stevenson Ranch,CA,USA"
2020-05-09 20:30:00,El Paso,TX,USA,"El Paso,TX,USA"
2020-05-09 20:00:00,Chandler/Gilbert,AZ,USA,"Chandler/Gilbert,AZ,USA"
2020-05-09 17:05:00,North Port,FL,USA,"North Port,FL,USA"
2020-05-09 15:10:00,Huia,,New Zealand,"Huia,New Zealand"
2020-05-09 13:35:00,Bryson City,NC,USA,"Bryson City,NC,USA"
2020-05-09 09:10:00,West Jordan,UT,USA,"West Jordan,UT,USA"
2020-05-09 06:03:00,Lawrenceville,GA,USA,"Lawrenceville,GA,USA"
2020-05-09 03:36:00,Waukesha,WI,USA,"Waukesha,WI,USA"
2020-05-09 03:30:00,Roseville,MN,USA,"Roseville,MN,USA"
2020-05-09 01:25:00,Mt. Vernon,IN,USA,"Mt. Vernon,IN,USA"
2020-05-09 00:00:00,Baie-ste-anne (Canada),NB,Canada,"Baie-ste-anne (Canada),NB,Canada"
2020-05-08 23:10:00,Longboat Key,FL,USA,"Longboat Key,FL,USA"
2020-05-08 22:00:00,Muskogee,OK,USA,"Muskogee,OK,USA"
2020-05-08 21:00:00,Eagle Eye Road,AZ,USA,"Eagle Eye Road,AZ,USA"
2020-05-08 20:45:00,Sedona,AZ,USA,"Sedona,AZ,USA"
2020-05-08 20:00:00,Brewster,MA,USA,"Brewster,MA,USA"
2020-05-08 18:02:00,Newington,CT,USA,"Newington,CT,USA"
2020-05-08 13:27:00,Colbert,WA,USA,"Colbert,WA,USA"
2020-05-08 13:00:00,Frankfurt,IN,USA,"Frankfurt,IN,USA"
2020-05-08 13:00:00,Oak Park,IL,USA,"Oak Park,IL,USA"
2020-05-08 08:00:00,Pleasant Balley (Canada),NS,Canada,"Pleasant Balley (Canada),NS,Canada"
2020-05-08 05:19:00,Oaklandon,IN,USA,"Oaklandon,IN,USA"
2020-05-08 03:30:00,Hastings,NY,USA,"Hastings,NY,USA"
2020-05-07 23:10:00,Cottage Grove,MN,USA,"Cottage Grove,MN,USA"
2020-05-07 23:00:00,Stratford,TX,USA,"Stratford,TX,USA"
2020-05-07 23:00:00,secret,CA,USA,"secret,CA,USA"
2020-05-07 22:28:00,Northbrook,IL,USA,"Northbrook,IL,USA"
2020-05-07 21:58:00,Northbrook,IL,USA,"Northbrook,IL,USA"
2020-05-07 21:50:00,Greenville,MS,USA,"Greenville,MS,USA"
2020-05-07 21:39:00,Westbrook,ME,USA,"Westbrook,ME,USA"
2020-05-07 21:00:00,Cassville,WI,USA,"Cassville,WI,USA"
2020-05-07 18:56:00,Cambridge,OH,USA,"Cambridge,OH,USA"
2020-05-07 12:59:00,Helena,MT,USA,"Helena,MT,USA"
2020-05-07 03:44:00,Biloxi,MS,USA,"Biloxi,MS,USA"
2020-05-07 03:30:00,Greensburg,PA,USA,"Greensburg,PA,USA"
2020-05-07 03:30:00,Hamton (Canada),ON,Canada,"Hamton (Canada),ON,Canada"
2020-05-07 02:40:00,Derry,NH,USA,"Derry,NH,USA"
2020-05-07 02:00:00,Independence,OH,USA,"Independence,OH,USA"
2020-05-07 00:35:00,Aliquippa,PA,USA,"Aliquippa,PA,USA"
2020-05-07 00:30:00,Mountain Home,AR,USA,"Mountain Home,AR,USA"
2020-05-07 00:03:00,Chiloquin,OR,USA,"Chiloquin,OR,USA"
2020-05-06 23:40:00,Lowell,IN,USA,"Lowell,IN,USA"
2020-05-06 23:00:00,1479 dundee drive,MI,USA,"1479 dundee drive,MI,USA"
2020-05-06 22:50:00,Cheraw,SC,USA,"Cheraw,SC,USA"
2020-05-06 22:50:00,Fort Worth,TX,USA,"Fort Worth,TX,USA"
2020-05-06 22:00:00,Miami,FL,USA,"Miami,FL,USA"
2020-05-06 22:00:00,Miami,FL,USA,"Miami,FL,USA"
2020-05-06 22:00:00,Anacortes,WA,USA,"Anacortes,WA,USA"
2020-05-06 21:55:00,Phoenix,AZ,USA,"Phoenix,AZ,USA"
2020-05-06 21:00:00,San Antonio,TX,USA,"San Antonio,TX,USA"
2020-05-06 21:00:00,Thetford,VT,USA,"Thetford,VT,USA"
2020-05-06 21:00:00,Russellville,AR,USA,"Russellville,AR,USA"
2020-05-06 20:35:00,Collierville,TN,USA,"Collierville,TN,USA"
2020-05-06 20:32:00,Hermitage,TN,USA,"Hermitage,TN,USA"
2020-05-06 20:00:00,Tucson,AZ,USA,"Tucson,AZ,USA"
2020-05-06 10:38:00,Fishers,IN,USA,"Fishers,IN,USA"
2020-05-06 06:37:00,Jonesboro,AR,USA,"Jonesboro,AR,USA"
2020-05-06 03:00:00,Mesquite,NV,USA,"Mesquite,NV,USA"
2020-05-06 03:00:00,Massapequa,NY,USA,"Massapequa,NY,USA"
2020-05-06 01:30:00,Syktyvkar (Russia),,Russia,"Syktyvkar (Russia),Russia"
2020-05-06 01:00:00,Hondo,TX,USA,"Hondo,TX,USA"
2020-05-06 00:00:00,Midway,TN,USA,"Midway,TN,USA"
2020-05-05 21:18:00,Orlando,FL,USA,"Orlando,FL,USA"
2020-05-05 20:15:00,Chandler,AZ,USA,"Chandler,AZ,USA"
2020-05-05 19:00:00,Dupont,PA,USA,"Dupont,PA,USA"
2020-05-05 18:35:00,Sun City,CA,USA,"Sun City,CA,USA"
2020-05-05 13:00:00,Sarasota,FL,USA,"Sarasota,FL,USA"
2020-05-05 11:34:00,Northbrook,IL,USA,"Northbrook,IL,USA"
2020-05-05 05:15:00,Dayton,NV,USA,"Dayton,NV,USA"
2020-05-05 04:40:00,Oregon City,OR,USA,"Oregon City,OR,USA"
2020-05-05 04:35:00,Helena,MT,USA,"Helena,MT,USA"
2020-05-05 02:31:00,Windham,OH,USA,"Windham,OH,USA"
2020-05-05 00:10:00,Wellington (Canada),ON,Canada,"Wellington (Canada),ON,Canada"
2020-05-04 23:00:00,Wantage,NJ,USA,"Wantage,NJ,USA"
2020-05-04 22:53:00,Aledo,IL,USA,"Aledo,IL,USA"
2020-05-04 22:30:00,Redding,CA,USA,"Redding,CA,USA"
2020-05-04 22:18:00,Hamilton (Canada),ON,Canada,"Hamilton (Canada),ON,Canada"
2020-05-04 21:38:00,Ashland,VA,USA,"Ashland,VA,USA"
2020-05-04 21:33:00,San Angelo,TX,USA,"San Angelo,TX,USA"
2020-05-04 21:30:00,Zillah,WA,USA,"Zillah,WA,USA"
2020-05-04 21:29:00,Richmond,CA,USA,"Richmond,CA,USA"
2020-05-04 21:15:00,Cheney,WA,USA,"Cheney,WA,USA"
2020-05-04 21:10:00,Van Nuys,CA,USA,"Van Nuys,CA,USA"
2020-05-04 21:08:00,Greenville,MS,USA,"Greenville,MS,USA"
2020-05-04 20:11:00,Millerton,PA,USA,"Millerton,PA,USA"
2020-05-04 20:07:00,Pittsboro,NC,USA,"Pittsboro,NC,USA"
2020-05-04 14:00:00,Colbert,WA,USA,"Colbert,WA,USA"
2020-05-04 12:00:00,New Milford,CT,USA,"New Milford,CT,USA"
2020-05-04 12:00:00,Santa Barbara,CA,USA,"Santa Barbara,CA,USA"
2020-05-04 10:30:00,Albuquerque,NM,USA,"Albuquerque,NM,USA"
2020-05-04 10:00:00,Hudson,MI,USA,"Hudson,MI,USA"
2020-05-04 09:15:00,Santa Rosa,CA,USA,"Santa Rosa,CA,USA"
2020-05-04 03:00:00,Evansville,IN,USA,"Evansville,IN,USA"
2020-05-04 03:00:00,Evansville,IN,USA,"Evansville,IN,USA"
2020-05-04 01:30:00,Châteauguay (Canada),QC,Canada,"Châteauguay (Canada),QC,Canada"
2020-05-04 00:54:00,Collinsville,IL,USA,"Collinsville,IL,USA"
2020-05-03 23:52:00,San Antonio,TX,USA,"San Antonio,TX,USA"
2020-05-03 23:37:00,Jurupa Valley,CA,USA,"Jurupa Valley,CA,USA"
2020-05-03 23:30:00,Vancouver,WA,USA,"Vancouver,WA,USA"
2020-05-03 23:11:00,Pine City,NY,USA,"Pine City,NY,USA"
2020-05-03 22:10:00,Elverta,CA,USA,"Elverta,CA,USA"
2020-05-03 22:10:00,Ilion,NY,USA,"Ilion,NY,USA"
2020-05-03 22:08:00,Sterling Heights,MI,USA,"Sterling Heights,MI,USA"
2020-05-03 22:05:00,Toronto (Canada),ON,Canada,"Toronto (Canada),ON,Canada"
2020-05-03 22:03:00,Westland,MI,USA,"Westland,MI,USA"
2020-05-03 22:00:00,Rochesster,NH,USA,"Rochesster,NH,USA"
2020-05-03 22:00:00,Garden City,MI,USA,"Garden City,MI,USA"
2020-05-03 22:00:00,Vermilion,OH,USA,"Vermilion,OH,USA"
2020-05-03 22:00:00,Oberlin,OH,USA,"Oberlin,OH,USA"
2020-05-03 21:40:00,Crescent City,CA,USA,"Crescent City,CA,USA"
2020-05-03 21:40:00,Murphy,NC,USA,"Murphy,NC,USA"
2020-05-03 21:30:00,Cobourg (Canada),ON,Canada,"Cobourg (Canada),ON,Canada"
2020-05-03 21:30:00,Bayshore,NY,USA,"Bayshore,NY,USA"
2020-05-03 21:27:00,Provo,UT,USA,"Provo,UT,USA"
2020-05-03 21:23:00,Galesburg,IL,USA,"Galesburg,IL,USA"
2020-05-03 21:23:00,Hurricane,UT,USA,"Hurricane,UT,USA"
2020-05-03 21:20:00,Kirkwood,MO,USA,"Kirkwood,MO,USA"
2020-05-03 21:15:00,Brookfield,VT,USA,"Brookfield,VT,USA"
2020-05-03 21:15:00,Westminster,CO,USA,"Westminster,CO,USA"
2020-05-03 21:04:00,Granby,CT,USA,"Granby,CT,USA"
2020-05-03 21:00:00,Shelby Township,MI,USA,"Shelby Township,MI,USA"
2020-05-03 21:00:00,Jerome,ID,USA,"Jerome,ID,USA"
2020-05-03 21:00:00,Thiensville,WI,USA,"Thiensville,WI,USA"
2020-05-03 21:00:00,Holly Springs,NC,USA,"Holly Springs,NC,USA"
2020-05-03 21:00:00,Jackson,MS,USA,"Jackson,MS,USA"
2020-05-03 20:30:00,Hawthorne,NJ,USA,"Hawthorne,NJ,USA"
2020-05-03 20:30:00,Valencia,CA,USA,"Valencia,CA,USA"
2020-05-03 20:20:00,Maple Shade,NJ,USA,"Maple Shade,NJ,USA"
2020-05-03 20:07:00,South Beach,OR,USA,"South Beach,OR,USA"
2020-05-03 20:00:00,Prescott Valley/Paulden,AZ,USA,"Prescott Valley/Paulden,AZ,USA"
2020-05-03 13:30:00,DeSoto,KS,USA,"DeSoto,KS,USA"
2020-05-03 05:00:00,Alamosa,CO,USA,"Alamosa,CO,USA"
2020-05-03 03:15:00,Panama City (beach),FL,USA,"Panama City (beach),FL,USA"
2020-05-03 03:05:00,Spokane,WA,USA,"Spokane,WA,USA"
2020-05-03 03:00:00,Lincolnville,ME,USA,"Lincolnville,ME,USA"
2020-05-03 02:55:00,St. Peter,MN,USA,"St. Peter,MN,USA"
2020-05-03 01:30:00,Colorado Springs,CO,USA,"Colorado Springs,CO,USA"
2020-05-03 00:50:00,Taos,NM,USA,"Taos,NM,USA"
2020-05-03 00:25:00,Pueblo,CO,USA,"Pueblo,CO,USA"
2020-05-02 23:00:00,Key largo,FL,USA,"Key largo,FL,USA"
2020-05-02 22:50:00,Eagle Grove,IA,USA,"Eagle Grove,IA,USA"
2020-05-02 22:45:00,Mapleton,PA,USA,"Mapleton,PA,USA"
2020-05-02 22:20:00,Easley,SC,USA,"Easley,SC,USA"
2020-05-02 22:15:00,Pinellas Park,FL,USA,"Pinellas Park,FL,USA"
2020-05-02 22:00:00,Chaska,MN,USA,"Chaska,MN,USA"
2020-05-02 22:00:00,Lincoln,NE,USA,"Lincoln,NE,USA"
2020-05-02 22:00:00,Lincoln,NE,USA,"Lincoln,NE,USA"
2020-05-02 22:00:00,Marinette,WI,USA,"Marinette,WI,USA"
2020-05-02 21:45:00,Medford,OR,USA,"Medford,OR,USA"
2020-05-02 21:37:00,Augusta,GA,USA,"Augusta,GA,USA"
2020-05-02 21:30:00,Sparks,NV,USA,"Sparks,NV,USA"
2020-05-02 21:30:00,South Williamsport,PA,USA,"South Williamsport,PA,USA"
2020-05-02 21:25:00,Oswego,IL,USA,"Oswego,IL,USA"
2020-05-02 21:20:00,Orcutt,CA,USA,"Orcutt,CA,USA"
2020-05-02 21:09:00,Cochiti Pueblo,NM,USA,"Cochiti Pueblo,NM,USA"
2020-05-02 21:00:00,Eudora,KS,USA,"Eudora,KS,USA"
2020-05-02 21:00:00,Aztec,NM,USA,"Aztec,NM,USA"
2020-05-02 21:00:00,Deming,NM,USA,"Deming,NM,USA"
2020-05-02 20:45:00,Los Lunas,NM,USA,"Los Lunas,NM,USA"
2020-05-02 20:30:00,Naperville,IL,USA,"Naperville,IL,USA"
2020-05-02 19:45:00,Brick,NJ,USA,"Brick,NJ,USA"
2020-05-02 17:00:00,Lewiston,ME,USA,"Lewiston,ME,USA"
2020-05-02 13:05:00,Weaverville,NC,USA,"Weaverville,NC,USA"
2020-05-02 09:02:00,Santa Fe,NM,USA,"Santa Fe,NM,USA"
2020-05-02 09:00:00,Jamestown,RI,USA,"Jamestown,RI,USA"
2020-05-02 08:45:00,Quincy,CA,USA,"Quincy,CA,USA"
2020-05-02 07:00:00,Folcroft,PA,USA,"Folcroft,PA,USA"
2020-05-02 05:02:00,Porterville,CA,USA,"Porterville,CA,USA"
2020-05-02 03:30:00,Storm Lake,IA,USA,"Storm Lake,IA,USA"
2020-05-02 03:15:00,Spokane,WA,USA,"Spokane,WA,USA"
2020-05-02 02:00:00,Greensburg,IN,USA,"Greensburg,IN,USA"
2020-05-01 23:49:00,Longmont,CO,USA,"Longmont,CO,USA"
2020-05-01 23:45:00,Saluda,NC,USA,"Saluda,NC,USA"
2020-05-01 23:00:00,Penfield,NY,USA,"Penfield,NY,USA"
2020-05-01 22:30:00,Hamilton (Canada),ON,Canada,"Hamilton (Canada),ON,Canada"
2020-05-01 22:00:00,Bensalem,PA,USA,"Bensalem,PA,USA"
2020-05-01 22:00:00,Lockport,NY,USA,"Lockport,NY,USA"
2020-05-01 22:00:00,Carolina Beach,NC,USA,"Carolina Beach,NC,USA"
2020-05-01 22:00:00,Dundalk (Canada),ON,Canada,"Dundalk (Canada),ON,Canada"
2020-05-01 21:45:00,London (Canada),ON,Canada,"London (Canada),ON,Canada"
2020-05-01 21:24:00,Quincy,WA,USA,"Quincy,WA,USA"
2020-05-01 21:15:00,Henderson,NV,USA,"Henderson,NV,USA"
2020-05-01 21:10:00,Rancho Santa Margarita,CA,USA,"Rancho Santa Margarita,CA,USA"
2020-05-01 21:10:00,Oshawa (Canada),ON,Canada,"Oshawa (Canada),ON,Canada"
2020-05-01 21:05:00,Phoenix,AZ,USA,"Phoenix,AZ,USA"
2020-05-01 21:02:00,Albuquerque,NM,USA,"Albuquerque,NM,USA"
2020-05-01 21:00:00,Palos Heights,IL,USA,"Palos Heights,IL,USA"
2020-05-01 21:00:00,Port Huron,MI,USA,"Port Huron,MI,USA"
2020-05-01 21:00:00,Pomona,CA,USA,"Pomona,CA,USA"
2020-05-01 21:00:00,Los Angeles,CA,USA,"Los Angeles,CA,USA"
2020-05-01 21:00:00,Sierra Vista,AZ,USA,"Sierra Vista,AZ,USA"
2020-05-01 20:35:00,Waukesha,WI,USA,"Waukesha,WI,USA"
2020-05-01 20:12:00,Delray Beach,FL,USA,"Delray Beach,FL,USA"
2020-05-01 20:00:00,Salome,AZ,USA,"Salome,AZ,USA"
2020-05-01 20:00:00,Las Vegas )South Summerlin),NV,USA,"Las Vegas )South Summerlin),NV,USA"
2020-05-01 20:00:00,Topsail Island,NC,USA,"Topsail Island,NC,USA"
2020-05-01 18:40:00,Braddock,PA,USA,"Braddock,PA,USA"
2020-05-01 16:33:00,Northbrook,IL,USA,"Northbrook,IL,USA"
2020-05-01 16:00:00,Santa Cruz,CA,USA,"Santa Cruz,CA,USA"
2020-05-01 10:30:00,Inver Grove,MN,USA,"Inver Grove,MN,USA"
2020-05-01 09:57:00,Northbrook,IL,USA,"Northbrook,IL,USA"
2020-05-01 09:50:00,Oak Ridge,NJ,USA,"Oak Ridge,NJ,USA"
2020-05-01 09:45:00,Waterford,CT,USA,"Waterford,CT,USA"
2020-05-01 09:00:00,New Haven,CT,USA,"New Haven,CT,USA"
2020-05-01 08:30:00,Brownsville,WI,USA,"Brownsville,WI,USA"
2020-05-01 07:00:00,Fort Oglethorpe,GA,USA,"Fort Oglethorpe,GA,USA"
2020-05-01 06:49:00,North Saanich (Canada),BC,Canada,"North Saanich (Canada),BC,Canada"
2020-05-01 05:26:00,Peralta,NM,USA,"Peralta,NM,USA"
2020-05-01 05:15:00,Draper,UT,USA,"Draper,UT,USA"
2020-05-01 05:03:00,Jacksonn,MI,USA,"Jacksonn,MI,USA"
2020-05-01 04:38:00,Jonesboro,AR,USA,"Jonesboro,AR,USA"
2020-05-01 04:15:00,Seattle,WA,USA,"Seattle,WA,USA"
2020-05-01 04:00:00,Central Point,OR,USA,"Central Point,OR,USA"
2020-05-01 03:15:00,Cudjoe Key,FL,USA,"Cudjoe Key,FL,USA"
2020-05-01 03:00:00,Rochester,NY,USA,"Rochester,NY,USA"
2020-05-01 02:38:00,Newburgh Heights,OH,USA,"Newburgh Heights,OH,USA"
2020-05-01 02:30:00,Courtenay (Canada),BC,Canada,"Courtenay (Canada),BC,Canada"
2020-05-01 02:30:00,Corpus Christi,TX,USA,"Corpus Christi,TX,USA"
2020-05-01 02:00:00,Esfehan (Iran),,Iran,"Esfehan (Iran),Iran"
2020-05-01 01:00:00,Bremerton,WA,USA,"Bremerton,WA,USA"
2020-05-01 00:04:00,Mill Creek,OK,USA,"Mill Creek,OK,USA"
2020-05-01 00:00:00,Chatsworth,GA,USA,"Chatsworth,GA,USA"
2020-11-30 22:05:00,Salt Lake City,UT,USA,"Salt Lake City,UT,USA"
2020-11-30 20:27:00,Farmington Hills,MI,USA,"Farmington Hills,MI,USA"
2020-11-30 19:00:00,Coast of Fort Lauderdale,FL,USA,"Coast of Fort Lauderdale,FL,USA"
2020-11-30 18:30:00,Creswell,OR,USA,"Creswell,OR,USA"
2020-11-30 18:20:00,Lahaina,AK,USA,"Lahaina,AK,USA"
2020-11-30 15:00:00,Norwalk,CA,USA,"Norwalk,CA,USA"
2020-11-30 12:55:00,SAN ANTONIO,TX,USA,"SAN ANTONIO,TX,USA"
2020-11-30 12:00:00,Unknown,WY,USA,"Unknown,WY,USA"
2020-11-30 08:30:00,Pigeon Forge,TN,USA,"Pigeon Forge,TN,USA"
2020-11-30 00:40:00,Huntsville,AL,USA,"Huntsville,AL,USA"
2020-11-30 00:01:00,Lacey,WA,USA,"Lacey,WA,USA"
2020-11-29 21:51:00,Providence,RI,USA,"Providence,RI,USA"
2020-11-29 21:09:00,miami,FL,USA,"miami,FL,USA"
2020-11-29 20:30:00,Windsor,ON,Canada,"Windsor,ON,Canada"
2020-11-29 19:14:00,Hanover,MD,USA,"Hanover,MD,USA"
2020-11-29 17:40:00,Delray Beach,FL,USA,"Delray Beach,FL,USA"
2020-11-29 15:45:00,North Port,FL,USA,"North Port,FL,USA"
2020-11-29 13:00:00,Bensalem,PA,USA,"Bensalem,PA,USA"
2020-11-29 02:00:00,Cambridge,OH,USA,"Cambridge,OH,USA"
2020-11-29 01:05:00,Astoria,OR,USA,"Astoria,OR,USA"
2020-11-29 01:00:00,Brooksville,FL,USA,"Brooksville,FL,USA"
2020-11-28 23:35:00,lenexa,KS,USA,"lenexa,KS,USA"
2020-11-28 21:30:00,Malverne,NY,USA,"Malverne,NY,USA"
2020-11-28 19:20:00,Sanford,FL,USA,"Sanford,FL,USA"
2020-11-28 17:14:00,Ardmore,OK,USA,"Ardmore,OK,USA"
2020-11-28 17:00:00,Buchanan,MI,USA,"Buchanan,MI,USA"
2020-11-28 13:00:00,Menifee,CA,USA,"Menifee,CA,USA"
2020-11-28 07:30:00,North Wilmington,DE,USA,"North Wilmington,DE,USA"
2020-11-28 06:13:00,Manchester,CT,USA,"Manchester,CT,USA"
2020-11-28 02:45:00,Albany,KY,USA,"Albany,KY,USA"
2020-11-27 23:02:00,Newton,WI,USA,"Newton,WI,USA"
2020-11-27 20:00:00,Manchester,CT,USA,"Manchester,CT,USA"
2020-11-27 19:00:00,Mesa,AZ,USA,"Mesa,AZ,USA"
2020-11-27 18:04:00,Oak Harbor,WA,USA,"Oak Harbor,WA,USA"
2020-11-27 16:00:00,Stockton,CA,USA,"Stockton,CA,USA"
2020-11-27 10:44:00,Elizabeth,CO,USA,"Elizabeth,CO,USA"
2020-11-27 07:37:00,Springfield,MO,USA,"Springfield,MO,USA"
2020-11-27 06:00:00,Belton raymore,MO,USA,"Belton raymore,MO,USA"
2020-11-27 05:00:00,Rolla,MO,USA,"Rolla,MO,USA"
2020-11-27 04:00:00,Eden,ID,USA,"Eden,ID,USA"
2020-11-27 03:30:00,Layton,UT,USA,"Layton,UT,USA"
2020-11-27 00:50:00,Eads,TN,USA,"Eads,TN,USA"
2020-11-26 22:45:00,Miami,FL,USA,"Miami,FL,USA"
2020-11-26 22:00:00,Saint Petersburg,FL,USA,"Saint Petersburg,FL,USA"
2020-11-26 20:15:00,Olathe,KS,USA,"Olathe,KS,USA"
2020-11-26 20:05:00,Phoenix,CA,USA,"Phoenix,CA,USA"
2020-11-26 20:00:00,Irving,TX,USA,"Irving,TX,USA"
2020-11-26 20:00:00,Fredericksburg,VA,USA,"Fredericksburg,VA,USA"
2020-11-26 18:00:00,Denver,CO,USA,"Denver,CO,USA"
2020-11-26 05:30:00,Lubbock,TX,USA,"Lubbock,TX,USA"
2020-11-26 05:15:00,Borrego Springs,CA,USA,"Borrego Springs,CA,USA"
2020-11-26 03:26:00,Hanover,MD,USA,"Hanover,MD,USA"
2020-11-26 03:00:00,Arvada,CO,USA,"Arvada,CO,USA"
2020-11-26 01:34:00,Webster Springs,WV,USA,"Webster Springs,WV,USA"
2020-11-26 00:36:00,Cypress,TX,USA,"Cypress,TX,USA"
2020-11-26 00:00:00,Pollock,LA,USA,"Pollock,LA,USA"
2020-11-26 00:00:00,Pollock,LA,USA,"Pollock,LA,USA"
2020-11-25 23:24:00,Sartell,MN,USA,"Sartell,MN,USA"
2020-11-25 22:00:00,Orlando,FL,USA,"Orlando,FL,USA"
2020-11-25 22:00:00,Carson City,NV,USA,"Carson City,NV,USA"
2020-11-25 21:30:00,Hampton,AR,USA,"Hampton,AR,USA"
2020-11-25 19:45:00,Outlook,WA,USA,"Outlook,WA,USA"
2020-11-25 17:45:00,South Hempstead,NY,USA,"South Hempstead,NY,USA"
2020-11-25 17:30:00,Covington,GA,USA,"Covington,GA,USA"
2020-11-25 16:00:00,San Diego,CA,USA,"San Diego,CA,USA"
2020-11-25 06:46:00,West Chazy,NY,USA,"West Chazy,NY,USA"
2020-11-25 06:17:00,Tucson,AZ,USA,"Tucson,AZ,USA"
2020-11-25 06:16:00,Phoenix,AZ,USA,"Phoenix,AZ,USA"
2020-11-25 06:00:00,Scipio,UT,USA,"Scipio,UT,USA"
2020-11-25 05:46:00,Seguin,TX,USA,"Seguin,TX,USA"
2020-11-25 05:45:00,Brownwood,TX,USA,"Brownwood,TX,USA"
2020-11-25 05:40:00,Los Banos,CA,USA,"Los Banos,CA,USA"
2020-11-25 05:31:00,Southgate,CA,USA,"Southgate,CA,USA"
2020-11-25 05:30:00,lakehills,TX,USA,"lakehills,TX,USA"
2020-11-25 05:30:00,Boneta,AZ,USA,"Boneta,AZ,USA"
2020-11-25 05:15:00,Corona,CA,USA,"Corona,CA,USA"
2020-11-25 05:15:00,San Bernardino,CA,USA,"San Bernardino,CA,USA"
2020-11-25 05:00:00,Palm Desert,CA,USA,"Palm Desert,CA,USA"
2020-11-25 05:00:00,Palmdale,CA,USA,"Palmdale,CA,USA"
2020-11-25 04:45:00,El paso,TX,USA,"El paso,TX,USA"
2020-11-24 21:30:00,Stuart,FL,USA,"Stuart,FL,USA"
2020-11-24 21:15:00,Orlando,FL,USA,"Orlando,FL,USA"
2020-11-24 21:00:00,Orlando,FL,USA,"Orlando,FL,USA"
2020-11-24 19:18:00,Fruit Cove,FL,Usa,"Fruit Cove,FL,Usa"
2020-11-24 18:42:00,Rigby,ID,USA,"Rigby,ID,USA"
2020-11-24 15:37:00,Kobe,Hyogo Prefecture,Japan,"Kobe,Hyogo Prefecture,Japan"
2020-11-24 15:30:00,Port St. Lucie,FL,USA,"Port St. Lucie,FL,USA"
2020-11-24 06:07:00,Furlong,PA,USA,"Furlong,PA,USA"
2020-11-24 05:50:00,Gibson,LA,USA,"Gibson,LA,USA"
2020-11-24 05:20:00,Tampa,FL,USA,"Tampa,FL,USA"
2020-11-24 05:00:00,Grand Ledge,MI,USA,"Grand Ledge,MI,USA"
2020-11-24 04:45:00,baton rouge,LA,USA,"baton rouge,LA,USA"
2020-11-24 04:30:00,Apache Junction,AZ,USA,"Apache Junction,AZ,USA"
2020-11-24 01:45:00,Carmel,NY,USA,"Carmel,NY,USA"
2020-11-24 00:47:00,Carmel,NY,USA,"Carmel,NY,USA"
2020-11-24 00:05:00,Elwood,IN,USA,"Elwood,IN,USA"
2020-11-23 23:30:00,Buffalo,MN,USA,"Buffalo,MN,USA"
2020-11-23 22:41:00,Bethany Beach,DE,USA,"Bethany Beach,DE,USA"
2020-11-23 22:00:00,Puyallup,WA,USA,"Puyallup,WA,USA"
2020-11-23 22:00:00,St. Augustine,FL,USA,"St. Augustine,FL,USA"
2020-11-23 19:15:00,Stillwater,OK,USA,"Stillwater,OK,USA"
2020-11-23 18:20:00,Willinton,CT,USA,"Willinton,CT,USA"
2020-11-23 18:12:00,Sauk Rapids,MN,USA,"Sauk Rapids,MN,USA"
2020-11-23 17:00:00,Norwich,,United Kingdom,"Norwich,United Kingdom"
2020-11-23 16:00:00,Salem,MA,USA,"Salem,MA,USA"
2020-11-23 07:12:00,Moodus,CT,USA,"Moodus,CT,USA"
2020-11-23 04:50:00,Near Big Lake,TX,USA,"Near Big Lake,TX,USA"
2020-11-23 01:30:00,Douglasville,GA,USA,"Douglasville,GA,USA"
2020-11-22 22:25:00,Brampton,ON,Canada,"Brampton,ON,Canada"
2020-11-22 20:00:00,Midland,MI,USA,"Midland,MI,USA"
2020-11-22 11:09:00,Edmonds,WA,USA,"Edmonds,WA,USA"
2020-11-22 09:46:00,Jonesboro,AR,USA,"Jonesboro,AR,USA"
2020-11-22 06:47:00,LAS VEGAS,NV,USA,"LAS VEGAS,NV,USA"
2020-11-22 04:44:00,Grand Junction,CO,USA,"Grand Junction,CO,USA"
2020-11-21 00:00:00,Royal palm beach,FL,USA,"Royal palm beach,FL,USA"
2020-11-21 23:00:00,Seiper,LA,USA,"Seiper,LA,USA"
2020-11-21 21:30:00,Forney,TX,USA,"Forney,TX,USA"
2020-11-21 21:00:00,Portland,OR,USA,"Portland,OR,USA"
2020-11-21 21:00:00,Fredericton,NB,Canada,"Fredericton,NB,Canada"
2020-11-21 19:37:00,San Marcos,TX,USA,"San Marcos,TX,USA"
2020-11-21 18:22:00,MOORESVILLE,NC,USA,"MOORESVILLE,NC,USA"
2020-11-21 17:58:00,Oak hill,NC,USA,"Oak hill,NC,USA"
2020-11-21 17:43:00,Eastvale,CA,USA,"Eastvale,CA,USA"
2020-11-21 16:40:00,COLUMBIA,SC,USA,"COLUMBIA,SC,USA"
2020-11-21 12:00:00,Canton,TX,USA,"Canton,TX,USA"
2020-11-21 09:40:00,Huntsville,TX,USA,"Huntsville,TX,USA"
2020-11-21 08:15:00,Ankara (Turkey),,Turkey,"Ankara (Turkey),Turkey"
