,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
13671,8/18/22 21:00,Phoenix,AZ,USA,Light,15 seconds,2 set of lights streaking across sky from north to south.,9/9/22,
13672,8/18/22 20:54,Roseville,CA,USA,Triangle,1.5 minutes,"Three large, low-hovering bright triangle shaped crafts.",9/9/22,
13673,8/18/22 19:30,Leavittsburg,OH,USA,Oval,50 minutes,I could see a translucent oval shape in the clouds.,9/9/22,
13674,8/18/22 17:47,Gainesville,NY,USA,,,I didn't notice until I got home,10/8/22,Yes
13675,8/18/22 14:00,Flushing,NY,USA,Diamond,1-2 minutes,Diamond Shaped Object,9/9/22,
13676,8/18/22 07:23,fraserburgh,Aberdeen,United Kingdom,Rectangle,dissapered 3seconds after,i seen it for a second and then i tried to take another photo but it was gone,9/9/22,Yes
13677,8/18/22 03:30,Beech Island,SC,USA,Cylinder,Don't know,I saw it on my camera,10/8/22,
13678,8/18/22 03:20,,CA,USA,Unknown,20 minutes,First 2 then 5 total UAP well above FL470,9/9/22,
13679,8/18/22 00:05,Ashville,NC,USA,Unknown,15 seconds,"Loud electric ringing noise, shaking floor, sputtering engine noise.",9/9/22,
13680,8/17/22 22:30,Benton,IL,USA,Sphere,Approx 5 mins,Orange orb in sky going south south west,9/9/22,
13681,8/17/22 22:05,Waterlooville,,United Kingdom,Unknown,1-5 minutes,A shape making sharp turns and emitting we think EM radiation.,9/9/22,
13682,8/17/22 21:34,Midland,WA,USA,Circle,5 min,No noise bright orange flying in pattern,9/9/22,
13683,8/17/22 21:30,Fredericksburg,VA,USA,Light,3 minutes,White light with no blinking lights and no sound flew from the west then turned to the north.,9/9/22,
13684,8/17/22 20:58,Coeur dalane,ID,USA,Unknown,5 minutes,Looked like two crafts fighting in the air,10/8/22,
13685,8/17/22 20:42,New port richey,FL,USA,Circle,10 minutes,"Sitting from the back patio, the area got completely quiet and a glowing orb appeared over the fence, above the street.",9/9/22,
13686,8/17/22 19:40,Meerut,Uttar Pradesh,India,Sphere,1 or 2 mins,Appearance of 1 uap fast moving,9/9/22,
13687,8/17/22 19:20,Meerut,Uttar Pradesh,India,Sphere,15 mins,"Initially there was 1 uap than 2 more appeared, later on 3 more were there",9/9/22,
13688,8/17/22 18:13,"Las Vegas, NV",NV,USA,Changing,1:13 seconds,Colorful Shapeshifting UFO,9/9/22,Yes
13689,8/17/22 07:30,Wallace,NC,USA,Diamond,10 seconds,It was very high up and diamond shaped.,9/9/22,Yes
13690,8/17/22 05:02,St.Charles,IL,USA,Light,8 sec of what i saw,it was about the size of the moon in perspective from where i was a incredibly bright light and extremely fast,9/9/22,
13691,8/17/22 04:06,Eagle river,,,Circle,1:49 min,It was moving in a fast circle but juerking side to side and up and down. Then vanished,9/9/22,Yes
13692,8/17/22 02:38,Rising Fawn,GA,USA,Diamond,Less than one minute,Lightning strike off in distance. Craft was low to the ground hovering over a power line. Four lights undercarriage and no sound.,9/9/22,Yes
13693,8/16/22 22:50,Summerfield,FL,USA,Light,3-4 seconds,Bright white sphere streaking across the sky,9/9/22,
13694,8/16/22 22:30,Enfield,,United Kingdom,Light,3 mins,12 lights all flashing on and off red and green in a grid shape,9/9/22,Yes
13695,8/16/22 22:21,Helena,MT,USA,Changing,last 4 days,For the last week we have seen approx 10 crafts some flying 3 in a line all different separate crafts they will fly over then hover,9/9/22,
13696,8/16/22 21:32,Dateland,AZ,USA,Light,33 minutes,We seen up to 7 oval lights in the sky,9/9/22,Yes
13697,8/16/22 21:30,Avanos,Nevsehir Province,Turkey,Star,More than 1 minute,I saw four blinking objects in tringle formation,9/9/22,
13698,8/16/22 21:00,Whitehall,PA,USA,Sphere,45 min and continues,"Bright orbs that appeared white but occasionally would have a red blink. Not planes, they did not move.",9/9/22,Yes
13699,8/16/22 21:00,Sandy,UT,USA,Triangle,30 minutes,Cloaked triangle,9/9/22,
13700,8/16/22 09:38,Saratoga Springs,UT,USA,Circle,30 seconds,Driving to work I saw bright white orb between Utah Lake and redwood road. It was a clear sky,9/9/22,
13701,8/15/22 22:20,"Doral, in Miami florida",FL,USA,Light,Full Vision For 2 seconds,"White light at center with dominant green and blue aura leaving a trail, moved as fast as pointing at the sky and dropping your hand.",9/9/22,
13702,8/15/22 22:00,Half Moon Bay,CA,USA,Light,3 seconds,"I saw two high-altitude soft cool light glows, one following the other which looked different than the Perseid meteors.",9/9/22,
13703,8/15/22 21:30,Chino,American Samoa,USA,Light,Does not leave up to 3,Objects move erratically and fast but stay in area,9/9/22,
13704,8/15/22 21:02,Canterbury (Reculver Towers),,United Kingdom,Circle,10 mins on and off,Large orange orb gliding above sea level,9/9/22,Yes
13705,8/15/22 20:50,Greenfield,MA,USA,Light,3 minutes,Flashing green light moving then stopping then dropping,9/9/22,
13706,8/15/22 20:15,Polson,MT,USA,Circle,2 minutes,A very bright circular ball following a military jet.,9/9/22,
13707,8/15/22 20:10,Helena,MT,USA,Other,5 minutes,2 u shaped fire objects in sky,10/8/22,Yes
13708,8/15/22 15:00,"Eddyville, KY. (Land Between the Lakes, LBL",KY,USA,Changing,5-10 minutes,Three round spheres flying erratically and making no sound,10/8/22,
13709,8/15/22 15:00,Layton,UT,USA,Changing,45 seconds,"Black spherical object, linear movement, pausing and changing to a somewhat hourglass shape before reverting back to sphere and moving.",9/9/22,
13710,8/15/22 13:25,West Chester,OH,USA,Cross,10 seconds,"Saw large white cross-shaped craft drifting north. Elevation near clouds. After viewing for a few seconds, the object vanished.",9/9/22,Yes
13711,8/15/22 08:25,Church Point,LA,USA,Cylinder,Ten minutes,I was going up a ladder to get a bird feeder and I saw a white long shape and I new it was not a air plane it was a Tic Tac UFO,9/9/22,
13712,8/15/22 03:34,Winthrop,MA,USA,Sphere,30 seconds,Large lit in orange sphere,9/9/22,
13713,8/15/22 02:15,Colorado Springs,CO,USA,Triangle,2 minutes,Dark triangle in the east sky,9/9/22,
13714,8/15/22 01:57,Jessup,PA,USA,Unknown,3-4 Minutes,Bright light appeared out of nowhere then slowly went up out of camera,9/9/22,
13715,8/14/22 22:40,Baltimore,MD,USA,Circle,20 seconds,"Ball of Light, back & forth, went out of site w a bright blue/purple color, couldn't take my eyes off it.",9/9/22,
13716,8/14/22 22:15,Leader,MN,USA,Star,5 minutes,Several very faint and distant looking stars moving fast across sky,9/9/22,
13717,8/14/22 22:00,Andover,ME,USA,Oval,10 seconds or more,"Looking at stars with my wife, what we thought was a star suddenly got big and bright and started moving through the sky and pulsing.",9/9/22,Yes
13718,8/14/22 21:24,Durban,KwaZulu-Natal,South Africa,Circle,00:52,Moving object flashing different colors in the sky,9/9/22,
13719,8/14/22 21:21,Raquette Lake,NY,USA,Unknown,120 seconds,While stargazing in the Adirondacks of NY my 14 year old son and I watched for 2 minutes as an uncomfortable amount of lights crossed.,9/9/22,
13720,8/14/22 20:45,Murphysboro,IL,USA,Oval,5 seconds,"A bright ball of light with a trail of bright light behind it & possibly in front, which moved horizontally low across a cloudy sky.",9/9/22,
13721,8/14/22 20:18,Corvallis,OR,USA,Oval,2 minutes,White object moved slowly through sky with no smoke or noise.,9/9/22,Yes
13722,8/14/22 13:59,Tannersville,PA,USA,Diamond,,I was taking pictures of the moon and discovered I was photo bombed by a ufo the next day while reviewing them.,10/8/22,Yes
13723,8/14/22 13:00,escondido,CA,USA,Chevron,maybe 1 minute,Reflective shield/chevron hovering above mountain,9/9/22,
13724,8/14/22 11:15,Saint Louis,MO,USA,Fireball,Less than 10 seconds,A fireball fell into our neighbor's backyard.,9/9/22,
13725,8/14/22 05:50,willow Grove,PA,USA,Unknown,10 to 15 seconds,"Looked to be 5 brilliant white lights no strobes, looked to be one craft.",9/9/22,
13726,8/14/22 04:55,Laughlin,NV,USA,,Twenty minutes,Bright white lead light,9/9/22,
13727,8/14/22 03:10,Oriental,NC,USA,Light,5 minutes,3 separate lights moving in formation/Changing formation.,9/9/22,
13728,8/14/22 01:48,Highbridge,England,United Kingdom,Chevron,3 minutes,"Seen a few meteorites then a string of chevron shaped lights appeared, had enough time to to get phone and photograph",9/9/22,Yes
13729,8/14/22 01:00,Corinth,MS,USA,Light,over an hour,Lights were showing up to our N and slowly fading as they moved toward the SE,9/9/22,
13730,8/13/22 23:00,Somerville,MA,USA,Light,15 Seconds,"Partner and I went outside to watch the meteor shower at 10:00pm. At ~11:00pm we saw a large, transparent craft making waves of light.",9/9/22,
13731,8/13/22 22:11,Hertford,Hertfordshire,United Kingdom,Light,15 Minutes,"Noticed small white dot that illuminated for a few seconds, this was followed by a further 40",9/9/22,
13732,8/13/22 21:48,Mandeville,LA,USA,Cylinder,15 minutes,Saw flying objects in the sky,10/8/22,Yes
13733,8/13/22 21:39,Naples,NY,USA,Circle,50 seconds to 1 minute,Was watching sky out in front yard and saw a faint light traveling at steady speed no noise gliding through air effortlessly,9/9/22,
13734,8/13/22 21:35,Rochester,NY,USA,Oval,3 minutes,"Very large red glowing oval or cylinder shape object,, appeared",9/9/22,
13735,8/13/22 21:32,Decatur,GA,USA,Star,1 min 39 seconds,Fireball coming in at cruising speed and then slowly dim into the darkness staying on the same path and speed!,9/9/22,
13736,8/13/22 21:30,Pittsboro,NC,USA,Formation,60-90 seconds,"Multiple distant lights in sky; moving in quick bursts, in ENE direction, pretty close together, but on individually erratic paths.",9/9/22,
13737,8/13/22 21:20,Doylestown,OH,USA,Unknown,,Circling lights,9/9/22,
13738,8/13/22 21:13,Lacombe,LA,USA,Sphere,10 minutes,We watched the sunset at fountainbleu and then we payed in top of our truck looking at the stars and we both noticed these ufo,10/8/22,Yes
13739,8/13/22 21:12,Naples,NY,USA,Circle,3 miutes,Walked out on my deck looked up into the sky as always and saw another circlular object coasting effortlessly through the sky. No sound,9/9/22,
13740,8/13/22 21:10,Palmdale,CA,USA,Changing,Approx 10 mins,Light formations,9/9/22,
13741,8/13/22 21:01,Marion,IN,USA,Changing,30min to jr,Add on to last report,10/8/22,Yes
13742,8/13/22 21:01,Buxton,ME,USA,Triangle,3 minutes,Direct overhead fly over with good video,9/9/22,Yes
13743,8/13/22 20:30,Santa Rosa,CA,USA,Light,15 minutes,Orbs comming out of the mountain over the city of Santa Rosa,9/9/22,
13744,8/13/22 16:25,Wenonah,NJ,USA,Sphere,20 min,White shiny sphere hovering then traveling very slowly from N to S then 90 degree turn east. Possibly two tone black/wht.,9/9/22,Yes
13745,8/13/22 14:48,Hot Springs,AR,USA,Changing,90 seconds,Reflective sphere that morphs to looking like a square moving accross a mountian ridge then dips into a valley blending into the trees,9/9/22,Yes
13746,8/13/22 04:58,Falls Church,VA,USA,Rectangle,1 minute,"With Iphone took a picture of the full moon, two times quickly",10/8/22,
13747,8/13/22 03:20,Nampa,ID,USA,Light,30 minutes of observing,Saw a big explosion in sky within seconds the 1st ufo appeared was flying in strange pattern and hovering. 2nd was seen 20 min later,9/9/22,
13748,8/13/22 01:30,Cleveland,OH,USA,,2 hours,Tone in the air.,9/9/22,
13749,8/13/22 01:00,Between Corinth and Burnsville,MS,USA,Light,aprx 10 s,Saw the light pulsate 5 times while moving toward the SE.,9/9/22,
13750,8/13/22 00:07,Eureka,CA,USA,Changing,90 sec,Captured pics of glowing ufo,9/9/22,
13751,8/13/22 00:01,Chapel Hill,NC,USA,Star,15 minutes,Satellite with red and blue lights flew close by then 3 distant satellites disappeared within seconds of each other,9/9/22,
13752,8/12/22 22:30,Centreville,MD,USA,Circle,5 + minutes,Pulsating and moving light that changed colors,9/9/22,Yes
13753,8/12/22 21:54,Clinton,IL,USA,Cylinder,,Spiral light flashing in the sky,9/9/22,Yes
13754,8/12/22 21:45,Wilmington,NC,USA,Unknown,>1min,Slowly spinning and moving teal illuminated craft,10/8/22,Yes
13755,8/12/22 18:30,Berkley,MI,USA,Circle,25 minutes,6 stationary objects very high in a clear sky. One object was stationary but rotating.,9/9/22,
13756,8/12/22 05:30,Abbeville,MS,USA,,1 minute,I don't believe what I saw was a craft.,9/9/22,
13757,8/12/22 02:07,Franklinton,LA,USA,Light,Over 30 minutes,5 lights in my neighbors field that blinked and spun.,9/9/22,
13758,8/12/22 02:00,NY,NY,USA,Star,25+ min,"Star like object pulsing, above it a spuratic light pulsing and changing locations. Something shot down to earth large orange oval.",9/9/22,Yes
13759,8/11/22 23:15,C.B.R.M. (Canada),NS,Canada,Light,7minute,UFO's pass each other on their own highway in the stars,8/28/03,
13760,8/11/22 23:00,Youngstown,NY,USA,Light,1 second,"No light seen beforehand, light comes out of nowhere and drops below treeline within a second.",9/9/22,
13761,8/11/22 22:15,Duvall,,,Light,A few minutes,Small light in night sky moving in an unnatural way and unlike any known aircraft.,9/9/22,
13762,8/11/22 22:08,Lebanon,OR,USA,Triangle,Four minutes,A stationary or slow moving object either dimly lit or illuminated by the moon.,9/9/22,Yes
13763,8/11/22 22:05,Wayne,NE,USA,Diamond,30 seconds,We saw a bright diamond shape fly across the sky.,9/9/22,
13764,8/11/22 22:00,Union Springs,NY,USA,Unknown,20 minutes,Hovering bright light thought to possibly be Venus near the horizon intensity grew brighter then it turned north until out of sight.,9/9/22,
13765,8/11/22 22:00,New York,NY,USA,Unknown,10-15 mins,Large hovering lights spotted,10/8/22,
13766,8/11/22 21:30,West Molesey,Surrey,United Kingdom,Light,30 mins,Bright white light silently moving East to West at impossible speed back at least 6 times over 30 minute period.,9/9/22,
13767,8/11/22 21:14,Willimantic,CT,USA,Triangle,3minutes,2 craft flying side by side,9/9/22,
13768,8/11/22 20:59,Leicester,Leicestershire,United Kingdom,Unknown,20 mins,Unexplainable bright object in sky,9/9/22,Yes
13769,8/11/22 20:57,Newcastle-Under-Lyme,Staffordshire,United Kingdom,Light,5 minutes,A moving/hovering light appeared and then disappeared whilst observing,9/9/22,
13770,8/11/22 20:15,AFTON,VA,USA,Oval,3 camera shots,"Capturing cloud pics on iPhone in eve at 2015, 2016 and 2020 AFTON Va",9/9/22,Yes
13771,8/11/22 01:00,Covington,WA,USA,Triangle,3 seconds about,"We were driving by the real life church to McDonalds and I saw the thing to my right, and my friend saw a craft while we were eating",9/9/22,
13772,8/11/22 00:01,Penumuli,Andhra Pradesh,India,Other,Until next day morning,It's complicated. I came back from the US with schizophrenia. But it's probably the virus. I am not sure. It's no safe.,10/8/22,Yes
13773,8/10/22 23:45,Youngstown,NY,USA,Light,15 minutes,See one craft darting around all directions in the sky. Then something zips over the tree-line literally right in front of us.,9/9/22,
13774,8/10/22 23:15,Huntington Beach,CA,USA,Unknown,10 minutes,Slow moving and looked like it was floating and on fire. Saw it first at roof height. saw it last at about 1000ft or higher.,9/9/22,Yes
13775,8/10/22 23:10,roma,Lazio,Italy,Circle,non lo so,Blue light in a circle and blue lines in it,9/9/22,Yes
13776,8/10/22 22:29,Maple Valley,WA,USA,Sphere,45 minutes,A bright light in the sky,9/9/22,
13777,8/10/22 22:09,Everett,WA,USA,Cylinder,1 minute,I was alone when I looked out the patio door and saw a fast white dot when it passed a tree this light started to spin.,9/9/22,
13778,8/10/22 22:00,Lacey,WA,USA,Circle,30 min,Fiery red egg shaped object rose above tree line and maneuvered up and down for 30 seconds,9/9/22,Yes
13779,8/10/22 21:42,Sacramento,CA,USA,Circle,3mins,One light appeared then suddenly another and same location. But moved opposite directions nether blinked and both zoomed out of view.,9/9/22,
13780,8/10/22 20:50,Norcross,GA,USA,Oval,15 Seconds,I was driving home and was able to get a quick picture of this object.,9/9/22,Yes
13781,8/10/22 20:40,,,USA,Light,2-3 seconds,blue-white bright light resembling Venus or the ISS.,9/9/22,
13782,8/10/22 20:27,East Lyme,CT,USA,Formation,Less than a second,"25-50ppl on Hole In The Wall boardwalk viewing rising supermoon, none of us saw it w/naked eyes. I captured on cell camera.",9/9/22,Yes
13783,8/10/22 19:31,Sierra Madre,CA,USA,Chevron,30 seconds,Was taking photo of strange cloud formation over the moon. First picture shows,9/9/22,Yes
13784,8/10/22 19:30,Gulf Shores,AL,USA,Light,12 to 15 minutes,"It seemed like a biggish drone except silent, faster than drones we know about, and the time in the air was way more than any drone.",9/9/22,
13785,8/10/22 16:15,Taunton,MA,USA,Cigar,I seen for about a min,Looked like a Very low plane with no wings and wasn't moving,9/9/22,
