Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
4/30/21 23:15,Brights Grove (Canada),ON,Canada,Oval,30 seconds,Transparent fish like object sucking power from power line and going across truck windshield. And becomes a bright ball of ...,5/20/21,
4/30/21 21:00,Newton,IA,USA,Circle,5 seconds,it was northeast direction saw a bright circle shape move slow then disappear very quickly,5/20/21,
4/30/21 20:45,Jellico,TN,USA,Other,15 seconds,I was out flying a drone in the field and heard this rumbling but not very loud but started feeling the rumbling more than heard looked,5/20/21,
4/30/21 19:42,Cottonwood,AZ,USA,Light,3 days in a row about 1 m,The past 3 nights my husband and I have seen between an orange to a red glow light that appears moving erratically then disappears and,5/20/21,
4/30/21 07:10,Piedmont,MO,USA,Cigar,aprox 10 min,My friend and I arrived at Clearwater Lake for a fishing trip. I noticed a capsule shaped silver colored object across the lake in the,8/16/21,
4/30/21 06:56,Newington,CT,USA,,,MADAR Node 106,7/31/21,
4/30/21 05:15,Jonesboro,AR,USA,,,MADAR Node 143,7/31/21,
4/30/21 00:45,Fairfield,OH,USA,Fireball,5 seconds,"Green flash, streak, fireball.",5/20/21,
4/30/21 00:00,Oak Hill,WV,USA,Circle,10 minutes,"A little after midnight at a resort in WV. Was outside in a hot tub relaxing. Had 3 beers 1 had a drink koozie around it, the one I was",5/20/21,
4/29/21 23:59,Oswego,NY,USA,Rectangle,5 minutes,Flashing red lights and white objects,5/20/21,
4/29/21 23:39,Homosassa,FL,USA,Fireball,5 minutes,I was sitting outside looking to the east and homosassa Florida I saw a hot pink streak and as I watched it go across the sky it turned,5/20/21,
4/29/21 22:45,Corydon,IN,USA,Oval,10 minutes,"Sighting: Date: April 29, 2021 Location: Corydon, Indiana Time: Approx. 10:45PM Weather: Partly cloudy with rain Visual observers: 2 D",5/20/21,
4/29/21 22:00,Venice,FL,USA,Light,5 seconds,Enormous string made of light instantly appeared and vanished,8/16/21,
4/29/21 22:00,Aragonite,UT,USA,Disk,10 seconds,Black disc with blue dotted flashing lights hovering near our car on interstate 80,5/20/21,
4/29/21 22:00,Flagstaff,AZ,USA,Sphere,10 seconds,"Super bright yellow object... Pointed it out to my friend, me and him were staring at it and it instantly disappeared",5/20/21,
4/29/21 21:03,Carson City,NV,USA,Circle,8 minutes,Bright counter-clock spinning,5/20/21,
4/29/21 13:58,St. Louis,MO,USA,,,MADAR Node 70,5/20/21,
4/29/21 09:32,Kansas City,MO,USA,,,MADAR Node 40,5/20/21,
4/28/21 23:46,Kissimmee,FL,USA,Fireball,3 minutes,We saw what looked like a huge fireball in the sky. It looked very different than a falling star. It was a falling fireball. And then t,5/20/21,
4/28/21 21:50,Carson City,NV,USA,Circle,10 minutes,Ufo staying still spinning,5/20/21,
4/28/21 21:40,Yardley,PA,USA,Unknown,5 minutes,"Red flickering lights in Bucks County, PA",5/20/21,
4/28/21 21:20,Organ Pipe National Monument,AZ,USA,Light,5-10 seconds,a pair of unknown orange glowing lights came on three times in the night sky,7/31/21,
4/28/21 13:48,Council Bluffs,IA,USA,,,MADAR Node 133,7/31/21,
4/28/21 00:25,Mt. Vernon,IN,USA,,,MADAR Node 119,7/31/21,
4/27/21 20:15,Everett,WA,USA,Light,15 minutes,Triangle formation of twinkling lights,5/20/21,
4/27/21 18:42,Armadale (Australia),,Australia,Flash,1 second,"This happened twice, I thought it was the shuttle to the ISS, but it happened again. The trajectory movement is North East, two nights",5/20/21,
4/27/21 17:26,Palmdale,CA,USA,Oval,1 minute,I was sitting having dinner at the dining table and I was looking out the sliding glass door when I noticed this dark object. I watched,5/20/21,
4/27/21 15:31,South Portland,ME,USA,Other,5 minutes,My husband saw a sparkle in the sky and thought it was a balloon. I thought it was too high up and big to be a balloon so I grabbed my,5/20/21,
4/27/21 13:06,Hanover,MD,USA,,,MADAR Node 77,5/20/21,
4/27/21 11:19,St. Louis,MO,USA,,,MADAR Node 70,5/20/21,
4/27/21 10:22,Gulf Shores,AL,USA,Sphere,10 minutes,Flashing white light hovering near an airport before jetting away at well over 1000 miles an hour without sound.,5/20/21,
4/27/21 09:20,Douglas,WY,USA,Light,20 seconds,"First I would like to say I don't want anyone to think I am crazy. This is not a hoax or a joke, I just want some answers and to know t",5/20/21,
4/27/21 07:00,Tallahassee,FL,USA,Unknown,10 minutes,"I arrived at work and I parked my car in front of the building. The sky was clear without clouds. As I was walking, I looked into the s",5/20/21,
4/27/21 04:40,Bladenboro,NC,USA,Light,Minutes,"35-30 bright ""stars"" traveling the same speed and equal distances apart",5/20/21,
4/27/21 04:00,Okemos,MI,USA,Triangle,1 minute,"On the morning of April 27th, 2021 I was sitting outside smoking cigarettes under my deck at approximately 4:00 in the morning near Eas",5/20/21,
4/26/21 23:00,Reading,PA,USA,Triangle,20 minutes,"Stable in one spot in sky! Looked through binoculars and saw triangle shape with red, green and white lights turning off and on with ci",5/20/21,
4/26/21 22:00,Res Moines,IA,USA,Other,1 minute,"I was in my front yard looking at the Super Pink Moon with my neighbor in the evening on the eveningof April 26th, 2021. We were both u",5/20/21,
4/26/21 21:25,Cleveland,TX,USA,Oval,15 seconds,Something astounding in the skies of southeast Texas....,5/20/21,
4/26/21 21:00,Cedarville,OH,USA,Oval,30-60 SEC,"Three orange orbs spotted in Ohio country side, not moving until they each disappeared.",7/31/21,
4/26/21 19:29,Houston,TX,USA,Unknown,<5 seconds,Flashing an Streaking object near the moon,5/20/21,
4/26/21 17:44,Edmonds,WA,USA,,,MADAR Node 61,5/20/21,
4/26/21 14:00,Tallahassee,CA,USA,Circle,10min,Ufo spotted in Florida,7/31/21,
4/26/21 06:21,Fort Myers,FL,USA,Other,~2 minutes,"Fast moving light seen in early morning sky of Fort myers, Florida.",5/20/21,
4/26/21 03:00,Lubbock,TX,USA,Unknown,15 minutes,Bright white beam shot towards me while floating white lit craft hovers 2 and a half feet above back yard.,5/20/21,
4/26/21 01:25,Mt. Vernon,IN,USA,,,MADAR Node 119,7/31/21,
4/26/21 00:30,Calgary (Canada),AB,Canada,Circle,Minute,"Erratically fast moving white star like craft, dimmed down and vanished",5/20/21,
4/26/21 00:30,New Britain,CT,USA,Unknown,3 seconds,Chrome blue light moving quickly and curving from northwest to dew north.,5/20/21,
4/26/21,easley,SC,USA,Triangle,5 minutes,"I have never made one of these reports and I am reluctant to make this one. I am prior USAF SSGT, Retire after 23 years of government",5/20/21,
4/25/21 22:00,North Charleston (Folly Beach),SC,USA,Changing,,3 lights in a triangle formations changes shapes and 1 light vanishes,5/20/21,
4/25/21 19:05,Show Low,AZ,USA,,,MADAR Node 74,5/20/21,
4/25/21 17:00,Hot Springs,AR,USA,Triangle,2 minutes,We saw what looked like a big triangle shaped mirror and I'm assuming you could only see it when the light was shining on it right beca,5/20/21,
4/25/21 12:54,Swayze,IN,USA,,,MADAR Node 22,5/20/21,
4/25/21 10:15,Gainesville,GA,USA,Sphere,25 minutes,Twinkling lights ball. Stationary in sky before slowly moving away,5/20/21,
4/25/21 05:38,Santa Claus,IN,USA,,,MADAR Node 114,5/20/21,
